time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat,.acc
2017/07/09/10:06:07.606571,9819,1499565967,606434106,0,"(-9857, -6311, 7590, 8592)","(327, 1821, 511)"
2017/07/09/10:06:07.622047,9820,1499565967,621735095,0,"(-9880, -6267, 7550, 8634)","(356, 1763, 646)"
2017/07/09/10:06:07.652061,9821,1499565967,651930093,0,"(-9885, -6243, 7528, 8665)","(314, 1742, 576)"
2017/07/09/10:06:07.674955,9822,1499565967,674734115,0,"(-9857, -6242, 7514, 8709)","(300, 1957, 543)"
2017/07/09/10:06:07.682132,9823,1499565967,681747913,0,"(-9845, -6237, 7484, 8752)","(362, 1818, 591)"
2017/07/09/10:06:07.712707,9824,1499565967,712393999,0,"(-9836, -6237, 7447, 8794)","(330, 1895, 590)"
2017/07/09/10:06:07.726588,9825,1499565967,726341962,0,"(-9826, -6250, 7399, 8837)","(249, 1875, 604)"
2017/07/09/10:06:07.741536,9826,1499565967,741260051,0,"(-9814, -6264, 7350, 8880)","(306, 1921, 579)"
2017/07/09/10:06:07.765967,9827,1499565967,765537023,0,"(-9815, -6277, 7281, 8927)","(266, 1915, 653)"
2017/07/09/10:06:07.787307,9828,1499565967,787060022,0,"(-9821, -6299, 7206, 8965)","(239, 1897, 686)"
2017/07/09/10:06:07.801903,9829,1499565967,801641941,0,"(-9813, -6346, 7141, 8992)","(176, 1967, 681)"
2017/07/09/10:06:07.824720,9830,1499565967,824405908,0,"(-9807, -6407, 7066, 9016)","(92, 2156, 756)"
2017/07/09/10:06:07.846842,9831,1499565967,846560001,0,"(-9802, -6477, 6949, 9062)","(-154, 2237, 757)"
2017/07/09/10:06:07.861859,9832,1499565967,861576080,0,"(-9818, -6522, 6870, 9073)","(35, 1913, 730)"
2017/07/09/10:06:07.884056,9833,1499565967,883825063,0,"(-9799, -6608, 6793, 9089)","(-110, 1934, 666)"
2017/07/09/10:06:07.910026,9834,1499565967,909806013,0,"(-9762, -6719, 6738, 9089)","(-86, 1982, 701)"
2017/07/09/10:06:07.921619,9835,1499565967,921473979,0,"(-9720, -6832, 6676, 9094)","(-128, 2101, 717)"
2017/07/09/10:06:07.944149,9836,1499565967,943802118,0,"(-9697, -6920, 6591, 9114)","(-146, 2039, 741)"
2017/07/09/10:06:07.966932,9837,1499565967,966700077,0,"(-9679, -7001, 6495, 9141)","(-135, 1875, 691)"
2017/07/09/10:06:07.983469,9838,1499565967,983267068,0,"(-9645, -7099, 6405, 9165)","(-185, 1864, 649)"
2017/07/09/10:06:08.004672,9839,1499565968,4353046,0,"(-9595, -7207, 6322, 9191)","(-214, 1954, 609)"
2017/07/09/10:06:08.028003,9840,1499565968,27704954,0,"(-9542, -7306, 6241, 9223)","(-231, 1927, 640)"
2017/07/09/10:06:08.049144,9841,1499565968,48897981,0,"(-9503, -7389, 6150, 9258)","(-230, 1856, 672)"
2017/07/09/10:06:08.064505,9842,1499565968,64239978,0,"(-9459, -7482, 6061, 9288)","(-305, 1874, 637)"
2017/07/09/10:06:08.086782,9843,1499565968,86553096,0,"(-9406, -7574, 5980, 9319)","(-318, 1956, 606)"
2017/07/09/10:06:08.109342,9844,1499565968,109014987,0,"(-9360, -7650, 5899, 9354)","(-309, 1902, 611)"
2017/07/09/10:06:08.124078,9845,1499565968,123883962,0,"(-9320, -7719, 5821, 9387)","(-281, 1836, 621)"
2017/07/09/10:06:08.155482,9846,1499565968,155108928,0,"(-9280, -7786, 5749, 9415)","(-299, 1773, 636)"
2017/07/09/10:06:08.169079,9847,1499565968,168914079,0,"(-9243, -7850, 5680, 9440)","(-300, 1850, 643)"
2017/07/09/10:06:08.183965,9848,1499565968,183813095,0,"(-9206, -7909, 5601, 9475)","(-397, 1907, 572)"
2017/07/09/10:06:08.206893,9849,1499565968,206686019,0,"(-9178, -7945, 5515, 9522)","(-413, 1797, 575)"
2017/07/09/10:06:08.229174,9850,1499565968,228854894,0,"(-9148, -7979, 5439, 9565)","(-386, 1631, 633)"
2017/07/09/10:06:08.244347,9851,1499565968,244054079,0,"(-9092, -8036, 5392, 9597)","(-411, 1782, 612)"
2017/07/09/10:06:08.266719,9852,1499565968,266454935,0,"(-9043, -8086, 5346, 9628)","(-389, 1973, 598)"
2017/07/09/10:06:08.289450,9853,1499565968,289238929,0,"(-9030, -8103, 5275, 9665)","(-394, 1961, 626)"
2017/07/09/10:06:08.304983,9854,1499565968,304893016,0,"(-9044, -8097, 5173, 9712)","(-424, 1697, 661)"
2017/07/09/10:06:08.329248,9855,1499565968,329118013,0,"(-9029, -8112, 5083, 9761)","(-530, 1650, 621)"
2017/07/09/10:06:08.349686,9856,1499565968,349329948,0,"(-8998, -8140, 5005, 9806)","(-476, 1852, 667)"
2017/07/09/10:06:08.364167,9857,1499565968,363941907,0,"(-8995, -8144, 4912, 9852)","(-471, 1886, 645)"
2017/07/09/10:06:08.395285,9858,1499565968,395004034,0,"(-9008, -8134, 4803, 9903)","(-536, 1663, 649)"
2017/07/09/10:06:08.409413,9859,1499565968,409105062,0,"(-9000, -8138, 4707, 9953)","(-521, 1660, 718)"
2017/07/09/10:06:08.423871,9860,1499565968,423690080,0,"(-8996, -8144, 4610, 9997)","(-552, 1831, 742)"
2017/07/09/10:06:08.455026,9861,1499565968,454726934,0,"(-9013, -8125, 4493, 10050)","(-632, 1763, 695)"
2017/07/09/10:06:08.469201,9862,1499565968,469082117,0,"(-9034, -8089, 4372, 10113)","(-585, 1567, 752)"
2017/07/09/10:06:08.485419,9863,1499565968,485268115,0,"(-9031, -8079, 4276, 10165)","(-623, 1635, 752)"
2017/07/09/10:06:08.506620,9864,1499565968,506489038,0,"(-9039, -8063, 4184, 10209)","(-589, 1876, 775)"
2017/07/09/10:06:08.529486,9865,1499565968,528742074,0,"(-9080, -8010, 4055, 10267)","(-594, 1691, 785)"
2017/07/09/10:06:08.544261,9866,1499565968,544085979,0,"(-9113, -7948, 3904, 10343)","(-673, 1515, 816)"
2017/07/09/10:06:08.567087,9867,1499565968,566859960,0,"(-9121, -7903, 3784, 10415)","(-670, 1535, 832)"
2017/07/09/10:06:08.589128,9868,1499565968,588921070,0,"(-9125, -7859, 3682, 10481)","(-604, 1693, 840)"
2017/07/09/10:06:08.604382,9869,1499565968,604186058,0,"(-9150, -7798, 3564, 10545)","(-626, 1650, 850)"
2017/07/09/10:06:08.626919,9870,1499565968,626739025,0,"(-9184, -7721, 3414, 10622)","(-662, 1522, 902)"
2017/07/09/10:06:08.649083,9871,1499565968,648869991,0,"(-9200, -7652, 3269, 10703)","(-765, 1385, 915)"
2017/07/09/10:06:08.664487,9872,1499565968,664064884,0,"(-9204, -7595, 3158, 10774)","(-687, 1561, 903)"
2017/07/09/10:06:08.687151,9873,1499565968,686791896,0,"(-9230, -7516, 3034, 10842)","(-623, 1543, 1038)"
2017/07/09/10:06:08.709185,9874,1499565968,708976984,0,"(-9254, -7436, 2901, 10913)","(-770, 1344, 1036)"
2017/07/09/10:06:08.724169,9875,1499565968,723922967,0,"(-9267, -7360, 2788, 10982)","(-785, 1479, 1176)"
2017/07/09/10:06:08.746510,9876,1499565968,746274948,0,"(-9286, -7274, 2671, 11052)","(-797, 1490, 1103)"
2017/07/09/10:06:08.769315,9877,1499565968,769072055,0,"(-9308, -7179, 2543, 11126)","(-795, 1418, 1137)"
2017/07/09/10:06:08.784292,9878,1499565968,784075021,0,"(-9330, -7084, 2420, 11196)","(-761, 1386, 1193)"
2017/07/09/10:06:08.806739,9879,1499565968,806514978,0,"(-9350, -7001, 2299, 11257)","(-800, 1390, 1267)"
2017/07/09/10:06:08.828937,9880,1499565968,828818082,0,"(-9371, -6926, 2182, 11309)","(-788, 1363, 1198)"
2017/07/09/10:06:08.843962,9881,1499565968,843723058,0,"(-9403, -6838, 2046, 11361)","(-766, 1324, 1224)"
2017/07/09/10:06:08.867224,9882,1499565968,866978883,0,"(-9435, -6750, 1883, 11416)","(-873, 1136, 1307)"
2017/07/09/10:06:08.889249,9883,1499565968,889060974,0,"(-9454, -6692, 1755, 11454)","(-817, 1182, 1344)"
2017/07/09/10:06:08.904683,9884,1499565968,904369115,0,"(-9469, -6655, 1637, 11481)","(-879, 1315, 1240)"
2017/07/09/10:06:08.926557,9885,1499565968,926388978,0,"(-9494, -6608, 1513, 11505)","(-946, 1158, 1247)"
2017/07/09/10:06:08.949137,9886,1499565968,948952913,0,"(-9503, -6572, 1405, 11531)","(-1024, 1081, 1337)"
2017/07/09/10:06:08.964575,9887,1499565968,964215993,0,"(-9507, -6544, 1320, 11554)","(-928, 1237, 1356)"
2017/07/09/10:06:08.986663,9888,1499565968,986459970,0,"(-9522, -6506, 1211, 11574)","(-939, 1192, 1375)"
2017/07/09/10:06:09.009409,9889,1499565969,9182929,0,"(-9536, -6467, 1101, 11596)","(-957, 1104, 1372)"
2017/07/09/10:06:09.031429,9890,1499565969,31297922,0,"(-9548, -6437, 1008, 11611)","(-955, 1144, 1330)"
2017/07/09/10:06:09.046396,9891,1499565969,46207904,0,"(-9560, -6404, 912, 11627)","(-941, 1101, 1356)"
2017/07/09/10:06:09.069004,9892,1499565969,68819046,0,"(-9565, -6374, 809, 11648)","(-975, 936, 1414)"
2017/07/09/10:06:09.100258,9893,1499565969,99978923,0,"(-9558, -6348, 704, 11674)","(-1008, 1028, 1441)"
2017/07/09/10:06:09.106638,9894,1499565969,106355905,0,"(-9560, -6317, 597, 11695)","(-955, 1117, 1426)"
2017/07/09/10:06:09.128950,9895,1499565969,128727912,0,"(-9561, -6298, 493, 11710)","(-1039, 977, 1339)"
2017/07/09/10:06:09.151911,9896,1499565969,151627063,0,"(-9559, -6286, 403, 11721)","(-1041, 913, 1470)"
2017/07/09/10:06:09.166561,9897,1499565969,166388988,0,"(-9555, -6279, 323, 11731)","(-1104, 842, 1494)"
2017/07/09/10:06:09.189339,9898,1499565969,189047098,0,"(-9555, -6269, 256, 11738)","(-995, 821, 1463)"
2017/07/09/10:06:09.211625,9899,1499565969,211384057,0,"(-9558, -6270, 184, 11736)","(-1172, 971, 1394)"
2017/07/09/10:06:09.228169,9900,1499565969,228056907,0,"(-9568, -6249, 96, 11740)","(-1129, 866, 1481)"
2017/07/09/10:06:09.249143,9901,1499565969,248891115,0,"(-9577, -6230, 12, 11743)","(-1065, 774, 1431)"
2017/07/09/10:06:09.271498,9902,1499565969,271300077,0,"(-9592, -6216, -64, 11738)","(-925, 727, 1463)"
2017/07/09/10:06:09.286849,9903,1499565969,286595106,0,"(-9610, -6220, -154, 11721)","(-1028, 677, 1381)"
2017/07/09/10:06:09.309211,9904,1499565969,308998107,0,"(-9628, -6234, -243, 11697)","(-1224, 803, 1401)"
2017/07/09/10:06:09.331349,9905,1499565969,331243038,0,"(-9647, -6235, -331, 11678)","(-1230, 713, 1494)"
2017/07/09/10:06:09.346803,9906,1499565969,346641063,0,"(-9660, -6245, -395, 11661)","(-1154, 657, 1480)"
2017/07/09/10:06:09.369256,9907,1499565969,369137048,0,"(-9680, -6267, -431, 11631)","(-1045, 832, 1311)"
2017/07/09/10:06:09.391651,9908,1499565969,391416072,0,"(-9715, -6272, -499, 11596)","(-1112, 858, 1365)"
2017/07/09/10:06:09.406646,9909,1499565969,406408071,0,"(-9743, -6262, -589, 11574)","(-1256, 575, 1457)"
2017/07/09/10:06:09.428835,9910,1499565969,428675889,0,"(-9754, -6276, -634, 11555)","(-1143, 700, 1489)"
2017/07/09/10:06:09.451747,9911,1499565969,451440095,0,"(-9779, -6290, -693, 11523)","(-1131, 985, 1458)"
2017/07/09/10:06:09.466624,9912,1499565969,466444969,0,"(-9801, -6288, -792, 11498)","(-1295, 753, 1264)"
2017/07/09/10:06:09.489183,9913,1499565969,488895893,0,"(-9809, -6292, -830, 11487)","(-1150, 648, 1421)"
2017/07/09/10:06:09.511350,9914,1499565969,511210918,0,"(-9817, -6321, -821, 11464)","(-1070, 754, 1411)"
2017/07/09/10:06:09.526667,9915,1499565969,526427030,0,"(-9838, -6346, -829, 11432)","(-1033, 785, 1357)"
2017/07/09/10:06:09.549332,9916,1499565969,548968076,0,"(-9861, -6354, -870, 11405)","(-1089, 605, 1274)"
2017/07/09/10:06:09.572321,9917,1499565969,571937084,0,"(-9863, -6374, -898, 11390)","(-1220, 681, 1396)"
2017/07/09/10:06:09.586758,9918,1499565969,586502075,0,"(-9868, -6402, -902, 11370)","(-1316, 759, 1404)"
2017/07/09/10:06:09.612825,9919,1499565969,608777046,0,"(-9882, -6428, -898, 11343)","(-1196, 858, 1403)"
2017/07/09/10:06:09.631857,9920,1499565969,631570100,0,"(-9908, -6434, -917, 11315)","(-1174, 757, 1342)"
2017/07/09/10:06:09.646757,9921,1499565969,646522998,0,"(-9923, -6440, -938, 11297)","(-1324, 651, 1370)"
2017/07/09/10:06:09.669071,9922,1499565969,668906927,0,"(-9925, -6466, -901, 11283)","(-1243, 702, 1369)"
2017/07/09/10:06:09.691687,9923,1499565969,691376924,0,"(-9933, -6497, -851, 11262)","(-1077, 962, 1321)"
2017/07/09/10:06:09.706562,9924,1499565969,706350088,0,"(-9953, -6499, -862, 11243)","(-1205, 792, 1343)"
2017/07/09/10:06:09.729194,9925,1499565969,728919982,0,"(-9960, -6509, -876, 11230)","(-1409, 669, 1292)"
2017/07/09/10:06:09.768713,9926,1499565969,767952919,0,"(-9956, -6542, -837, 11217)","(-1231, 866, 1288)"
2017/07/09/10:06:09.769542,9927,1499565969,769367933,0,"(-9945, -6584, -790, 11206)","(-1215, 1043, 1294)"
2017/07/09/10:06:09.789075,9928,1499565969,788835048,0,"(-9961, -6589, -801, 11188)","(-1176, 709, 1338)"
2017/07/09/10:06:09.811628,9929,1499565969,811305999,0,"(-9972, -6598, -812, 11172)","(-1349, 802, 1368)"
2017/07/09/10:06:09.826657,9930,1499565969,826227903,0,"(-9976, -6621, -795, 11156)","(-1235, 864, 1310)"
2017/07/09/10:06:09.849372,9931,1499565969,849131107,0,"(-9977, -6635, -788, 11147)","(-1224, 839, 1341)"
2017/07/09/10:06:09.871947,9932,1499565969,871639013,0,"(-9995, -6616, -816, 11140)","(-1308, 741, 1481)"
2017/07/09/10:06:09.886871,9933,1499565969,886600017,0,"(-9988, -6624, -826, 11141)","(-1397, 677, 1338)"
2017/07/09/10:06:09.908916,9934,1499565969,908716917,0,"(-9983, -6650, -784, 11133)","(-1159, 1027, 1183)"
2017/07/09/10:06:09.933537,9935,1499565969,933310985,0,"(-9996, -6656, -768, 11119)","(-1212, 963, 1257)"
2017/07/09/10:06:09.947392,9936,1499565969,946516990,0,"(-10010, -6650, -770, 11110)","(-1249, 735, 1416)"
2017/07/09/10:06:09.971165,9937,1499565969,969299077,0,"(-9998, -6672, -757, 11108)","(-1309, 936, 1314)"
2017/07/09/10:06:09.991661,9938,1499565969,991405963,0,"(-9995, -6678, -742, 11108)","(-1230, 975, 1275)"
2017/07/09/10:06:10.006562,9939,1499565970,6357908,0,"(-9998, -6666, -728, 11113)","(-1224, 834, 1348)"
2017/07/09/10:06:10.029492,9940,1499565970,29236078,0,"(-9991, -6665, -693, 11123)","(-1216, 747, 1313)"
2017/07/09/10:06:10.059662,9941,1499565970,59477090,0,"(-9986, -6675, -646, 11125)","(-1107, 927, 1287)"
2017/07/09/10:06:10.067142,9942,1499565970,66907882,0,"(-9989, -6675, -631, 11122)","(-1120, 966, 1279)"
2017/07/09/10:06:10.089110,9943,1499565970,88834047,0,"(-9993, -6661, -642, 11127)","(-1182, 815, 1364)"
2017/07/09/10:06:10.111759,9944,1499565970,111419916,0,"(-9985, -6659, -641, 11135)","(-1279, 771, 1390)"
2017/07/09/10:06:10.126927,9945,1499565970,126724004,0,"(-9977, -6667, -627, 11138)","(-1245, 919, 1336)"
2017/07/09/10:06:10.149262,9946,1499565970,149039983,0,"(-9976, -6669, -626, 11137)","(-1215, 947, 1237)"
2017/07/09/10:06:10.171827,9947,1499565970,171690940,0,"(-9976, -6666, -635, 11139)","(-1270, 851, 1315)"
2017/07/09/10:06:10.186601,9948,1499565970,186337947,0,"(-9972, -6665, -629, 11143)","(-1277, 883, 1400)"
2017/07/09/10:06:10.208954,9949,1499565970,208789110,0,"(-9964, -6666, -616, 11152)","(-1241, 847, 1377)"
2017/07/09/10:06:10.231455,9950,1499565970,231317043,0,"(-9957, -6669, -591, 11157)","(-1129, 936, 1300)"
2017/07/09/10:06:10.246517,9951,1499565970,246340036,0,"(-9958, -6668, -582, 11157)","(-1139, 934, 1255)"
2017/07/09/10:06:10.269263,9952,1499565970,269131898,0,"(-9959, -6664, -589, 11158)","(-1269, 809, 1333)"
2017/07/09/10:06:10.291449,9953,1499565970,291326045,0,"(-9952, -6667, -579, 11163)","(-1202, 844, 1382)"
2017/07/09/10:06:10.314657,9954,1499565970,314279079,0,"(-9945, -6672, -563, 11168)","(-1173, 939, 1368)"
2017/07/09/10:06:10.329341,9955,1499565970,329083919,0,"(-9946, -6667, -564, 11169)","(-1220, 933, 1376)"
2017/07/09/10:06:10.352181,9956,1499565970,351890087,0,"(-9948, -6659, -575, 11171)","(-1300, 801, 1363)"
2017/07/09/10:06:10.374159,9957,1499565970,373975992,0,"(-9937, -6667, -555, 11177)","(-1183, 823, 1321)"
2017/07/09/10:06:10.389022,9958,1499565970,388847112,0,"(-9931, -6677, -536, 11178)","(-1073, 984, 1290)"
2017/07/09/10:06:10.411983,9959,1499565970,411748886,0,"(-9940, -6666, -561, 11175)","(-1247, 866, 1412)"
2017/07/09/10:06:10.434385,9960,1499565970,434099912,0,"(-9942, -6659, -584, 11177)","(-1333, 696, 1392)"
2017/07/09/10:06:10.449569,9961,1499565970,449245929,0,"(-9926, -6676, -566, 11181)","(-1246, 862, 1332)"
2017/07/09/10:06:10.471529,9962,1499565970,471379041,0,"(-9919, -6684, -549, 11184)","(-1159, 1034, 1344)"
2017/07/09/10:06:10.502618,9963,1499565970,502356052,0,"(-9929, -6672, -563, 11182)","(-1217, 931, 1354)"
2017/07/09/10:06:10.509451,9964,1499565970,509190082,0,"(-9930, -6667, -578, 11182)","(-1242, 779, 1348)"
2017/07/09/10:06:10.531807,9965,1499565970,531611919,0,"(-9924, -6677, -571, 11183)","(-1220, 901, 1318)"
