time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2017/07/09/10:01:39.125615,408379,1499565701,929561452,,0.783199935202,0.391267435239,0.16571208474,0.626990615429,0.776464031592,0.0546419087867,0.031632856529,0.019665500519,-0.0518690513217,0.00771571908262,0.0054756887735,-0.0193225206762,-0.0786537582184,5.52723455429,2.4313082695,-0.454447299242,-0.850704550743,2.30978894234,-0.163637623191
2017/07/09/10:01:39.135590,408380,1499565701,939587645,,0.783546569566,0.391164467244,0.16592463112,0.627378598491,0.776115105692,0.0551388091716,0.0316409322804,-0.000493568957909,-0.0558190053065,-0.0167170009552,-0.00722286783905,0.0301491266767,-0.0637392677374,5.56872844696,2.53999233246,-0.495819121599,-0.927305996418,2.30503535271,-0.193033337593
2017/07/09/10:01:39.145863,408381,1499565701,949562452,,0.783819986676,0.390543862163,0.165905347969,0.627742665505,0.775809580702,0.0551043930354,0.0319710222373,0.0223749473445,-0.0416509017687,0.00996276942556,0.013124921833,-0.0334174439419,-0.0739756334916,4.55650424957,2.03626704216,-0.461762279272,-0.659613370895,1.97555100918,-0.161938011646
2017/07/09/10:01:39.155878,408382,1499565701,959568817,,0.783870345658,0.390268317902,0.165906222018,0.627742630107,0.775809563182,0.0550924923375,0.0319926446096,0.0242667936068,-0.0545573350143,0.00364819929187,-0.00660664356226,-0.0340293128909,-0.0805857551197,4.12764453888,2.91386222839,-0.311388403177,-1.21392035484,1.76717889309,-0.327165007591
2017/07/09/10:01:39.165932,408383,1499565701,969568358,,0.784433445974,0.388863804074,0.165908682897,0.62839647354,0.775252925789,0.0551932547585,0.0324727228278,0.0334654893186,-0.0764271626681,0.00836585423883,-0.00677948822062,-0.0498240291424,-0.102099037027,1.93698275089,2.31598854065,0.257023841143,-0.952132463455,0.948850333691,-0.276012331247
2017/07/09/10:01:39.175502,408384,1499565701,979568163,,0.78452346237,0.388877992559,0.166268104794,0.628585036712,0.775068980381,0.0556203613471,0.0324854225242,0.0330025361001,-0.0696122844989,0.0117451551183,0.00911866589997,-0.0588768838834,-0.0953764540124,0.778015017509,1.57241868973,0.784788191319,-0.647392511368,0.593277752399,-0.26261484623
2017/07/09/10:01:39.185471,408385,1499565701,989564170,,0.784903703431,0.388778490198,0.166478276865,0.628582862339,0.775036442224,0.0559146236322,0.0327971532736,0.0460348783156,-0.0650695620151,0.0262141639815,0.00942386637456,-0.102776823178,-0.0983539714408,0.631544828415,1.5331581831,1.18198609352,-0.650292336941,0.616046965122,-0.244452446699
2017/07/09/10:01:39.195548,408386,1499565701,999581996,,0.785700891321,0.386874759305,0.166859160343,0.629421640091,0.77430923102,0.0559603550966,0.0337942657836,0.0440651905499,-0.0941808964959,0.00352428446951,-0.0260219898249,-0.0701442444668,-0.127464728603,1.19186031818,1.76960206032,0.942679941654,-0.681987822056,0.847044408321,-0.246391102672
2017/07/09/10:01:39.205827,408387,1499565702,9562006,,0.785166878415,0.386283699547,0.166628577972,0.629582746996,0.774231328832,0.0554999976348,0.0333341326982,0.029777914547,-0.0796932395741,-0.00305696854105,-0.0136307065273,-0.043997901707,-0.104605926465,1.34240996838,1.71186137199,0.842646360397,-0.55909705162,0.892809271812,-0.188804909587
2017/07/09/10:01:39.215811,408388,1499565702,19569360,,0.78662582155,0.384308394266,0.167283079732,0.630620979789,0.773287327342,0.056030785726,0.034705046795,0.0277252247709,-0.0976500729212,0.0130402929562,-0.0212846467824,-0.041255690062,-0.115685626091,1.09290957451,1.57920610905,0.568268656731,-0.454438149929,0.748314619064,-0.173962652683
