time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat,.acc
2017/07/09/10:08:14.139746,10655,1499566094,139519929,0,"(-10948, -8372, 6358, 6171)","(280, 1822, 328)"
2017/07/09/10:08:14.161778,10656,1499566094,161668062,0,"(-10984, -8324, 6342, 6188)","(313, 1809, 347)"
2017/07/09/10:08:14.177281,10657,1499566094,177016019,0,"(-11003, -8297, 6330, 6203)","(283, 1908, 393)"
2017/07/09/10:08:14.200708,10658,1499566094,200573921,0,"(-11029, -8258, 6317, 6222)","(374, 1926, 382)"
2017/07/09/10:08:14.221936,10659,1499566094,221693992,0,"(-11058, -8219, 6285, 6255)","(309, 1886, 388)"
2017/07/09/10:08:14.239169,10660,1499566094,238975048,0,"(-11081, -8190, 6254, 6282)","(247, 1846, 401)"
2017/07/09/10:08:14.264245,10661,1499566094,264089107,0,"(-11090, -8184, 6238, 6290)","(321, 1900, 461)"
2017/07/09/10:08:14.281823,10662,1499566094,281675100,0,"(-11081, -8199, 6211, 6313)","(219, 2050, 368)"
2017/07/09/10:08:14.296847,10663,1499566094,296736001,0,"(-11082, -8193, 6175, 6355)","(200, 2069, 441)"
2017/07/09/10:08:14.319251,10664,1499566094,319092035,0,"(-11108, -8168, 6124, 6391)","(309, 1918, 587)"
2017/07/09/10:08:14.342253,10665,1499566094,341958045,0,"(-11118, -8178, 6074, 6408)","(207, 1889, 512)"
2017/07/09/10:08:14.356989,10666,1499566094,356765031,0,"(-11105, -8222, 6005, 6439)","(104, 2047, 475)"
2017/07/09/10:08:14.382957,10667,1499566094,382761001,0,"(-11084, -8277, 5905, 6498)","(21, 2111, 502)"
2017/07/09/10:08:14.401846,10668,1499566094,401663064,0,"(-11086, -8299, 5839, 6525)","(205, 2058, 545)"
2017/07/09/10:08:14.418193,10669,1499566094,417959928,0,"(-11082, -8332, 5746, 6572)","(10, 2041, 482)"
2017/07/09/10:08:14.441630,10670,1499566094,441386938,0,"(-11058, -8380, 5656, 6628)","(35, 2034, 490)"
2017/07/09/10:08:14.462162,10671,1499566094,461920022,0,"(-11039, -8420, 5553, 6696)","(43, 2100, 545)"
2017/07/09/10:08:14.479927,10672,1499566094,479830980,0,"(-11032, -8451, 5433, 6768)","(-44, 2027, 526)"
2017/07/09/10:08:14.507572,10673,1499566094,507359027,0,"(-11016, -8495, 5312, 6835)","(-68, 1933, 526)"
2017/07/09/10:08:14.522082,10674,1499566094,521764993,0,"(-10979, -8554, 5201, 6905)","(-86, 1959, 526)"
2017/07/09/10:08:14.537087,10675,1499566094,536823034,0,"(-10937, -8620, 5090, 6972)","(-88, 1972, 544)"
2017/07/09/10:08:14.559469,10676,1499566094,559279918,0,"(-10903, -8679, 4972, 7037)","(-147, 2004, 521)"
2017/07/09/10:08:14.582673,10677,1499566094,582225084,0,"(-10872, -8731, 4858, 7100)","(-147, 1925, 508)"
2017/07/09/10:08:14.596902,10678,1499566094,596596956,0,"(-10830, -8792, 4747, 7165)","(-184, 1882, 515)"
2017/07/09/10:08:14.619417,10679,1499566094,619210958,0,"(-10778, -8860, 4645, 7226)","(-239, 1924, 511)"
2017/07/09/10:08:14.642255,10680,1499566094,641927957,0,"(-10727, -8920, 4543, 7291)","(-287, 1985, 479)"
2017/07/09/10:08:14.656797,10681,1499566094,656614065,0,"(-10703, -8946, 4430, 7363)","(-243, 1936, 539)"
2017/07/09/10:08:14.679672,10682,1499566094,679384946,0,"(-10684, -8971, 4317, 7430)","(-256, 1732, 534)"
2017/07/09/10:08:14.710026,10683,1499566094,709860086,0,"(-10642, -9016, 4207, 7498)","(-368, 1856, 516)"
2017/07/09/10:08:14.717004,10684,1499566094,716737031,0,"(-10607, -9047, 4095, 7571)","(-377, 1968, 498)"
2017/07/09/10:08:14.739588,10685,1499566094,739372014,0,"(-10595, -9051, 3970, 7649)","(-393, 1835, 534)"
2017/07/09/10:08:14.762206,10686,1499566094,761890888,0,"(-10583, -9052, 3848, 7728)","(-415, 1710, 558)"
2017/07/09/10:08:14.777138,10687,1499566094,776902914,0,"(-10549, -9067, 3734, 7811)","(-421, 1854, 529)"
2017/07/09/10:08:14.799209,10688,1499566094,799072027,0,"(-10513, -9081, 3620, 7896)","(-452, 1933, 588)"
2017/07/09/10:08:14.822444,10689,1499566094,822123050,0,"(-10498, -9079, 3499, 7972)","(-537, 1836, 607)"
2017/07/09/10:08:14.837051,10690,1499566094,836833000,0,"(-10493, -9061, 3374, 8053)","(-589, 1782, 607)"
2017/07/09/10:08:14.863998,10691,1499566094,859535932,0,"(-10479, -9045, 3259, 8136)","(-602, 1743, 629)"
2017/07/09/10:08:14.882136,10692,1499566094,881685972,0,"(-10450, -9039, 3160, 8219)","(-602, 1814, 594)"
2017/07/09/10:08:14.912986,10693,1499566094,912601947,0,"(-10444, -9016, 3047, 8294)","(-606, 1791, 615)"
2017/07/09/10:08:14.919529,10694,1499566094,919292926,0,"(-10459, -8969, 2923, 8371)","(-604, 1654, 701)"
2017/07/09/10:08:14.942322,10695,1499566094,942034959,0,"(-10456, -8933, 2801, 8453)","(-694, 1635, 693)"
2017/07/09/10:08:14.964701,10696,1499566094,964493036,0,"(-10442, -8902, 2691, 8539)","(-730, 1714, 767)"
2017/07/09/10:08:14.979776,10697,1499566094,979543924,0,"(-10416, -8872, 2593, 8632)","(-804, 1718, 650)"
2017/07/09/10:08:15.001736,10698,1499566095,1621961,0,"(-10432, -8806, 2468, 8716)","(-671, 1714, 784)"
2017/07/09/10:08:15.024980,10699,1499566095,24604082,0,"(-10477, -8716, 2334, 8790)","(-771, 1473, 796)"
2017/07/09/10:08:15.039667,10700,1499566095,39450883,0,"(-10490, -8650, 2201, 8873)","(-844, 1471, 840)"
2017/07/09/10:08:15.062269,10701,1499566095,62031984,0,"(-10492, -8594, 2089, 8952)","(-886, 1603, 787)"
2017/07/09/10:08:15.084687,10702,1499566095,84460020,0,"(-10527, -8503, 1965, 9026)","(-829, 1600, 887)"
2017/07/09/10:08:15.102253,10703,1499566095,99452972,0,"(-10562, -8410, 1833, 9099)","(-890, 1359, 876)"
2017/07/09/10:08:15.121840,10704,1499566095,121608018,0,"(-10566, -8348, 1726, 9173)","(-923, 1399, 902)"
2017/07/09/10:08:15.144829,10705,1499566095,144504070,0,"(-10578, -8285, 1630, 9233)","(-869, 1537, 813)"
2017/07/09/10:08:15.159374,10706,1499566095,159142971,0,"(-10639, -8178, 1505, 9279)","(-843, 1326, 1003)"
2017/07/09/10:08:15.182582,10707,1499566095,182271957,0,"(-10686, -8089, 1374, 9325)","(-1033, 1161, 993)"
2017/07/09/10:08:15.204580,10708,1499566095,204392910,0,"(-10703, -8017, 1273, 9381)","(-1013, 1338, 1009)"
2017/07/09/10:08:15.219168,10709,1499566095,219055891,0,"(-10720, -7943, 1194, 9435)","(-933, 1390, 938)"
2017/07/09/10:08:15.250194,10710,1499566095,250045061,0,"(-10763, -7851, 1109, 9473)","(-804, 1393, 1103)"
2017/07/09/10:08:15.264721,10711,1499566095,264554977,0,"(-10802, -7761, 992, 9515)","(-1006, 1336, 1045)"
2017/07/09/10:08:15.279579,10712,1499566095,279356002,0,"(-10838, -7648, 868, 9578)","(-1050, 1260, 1120)"
2017/07/09/10:08:15.309969,10713,1499566095,309851884,0,"(-10859, -7536, 765, 9651)","(-1024, 1315, 1159)"
2017/07/09/10:08:15.325053,10714,1499566095,324882984,0,"(-10891, -7420, 680, 9711)","(-904, 1333, 1146)"
2017/07/09/10:08:15.339288,10715,1499566095,339184045,0,"(-10928, -7294, 582, 9771)","(-888, 1231, 1187)"
2017/07/09/10:08:15.361916,10716,1499566095,361691951,0,"(-10961, -7169, 489, 9832)","(-930, 1189, 1146)"
