time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat,.acc
2017/07/09/10:05:46.771876,9662,1499565946,771621942,0, -9364, -6498, 8096, 8543 , 286, 1892, 486 
2017/07/09/10:05:46.791430,9663,1499565946,790986061,0, -9377, -6478, 8076, 8563 , 347, 1990, 380 
2017/07/09/10:05:46.809402,9664,1499565946,809134960,0, -9372, -6486, 8052, 8585 , 340, 2098, 320 
2017/07/09/10:05:46.840111,9665,1499565946,839812040,0, -9378, -6479, 8006, 8626 , 369, 2102, 401 
2017/07/09/10:05:46.846837,9666,1499565946,846591949,0, -9398, -6474, 7944, 8666 , 309, 1991, 427 
2017/07/09/10:05:46.869430,9667,1499565946,869187116,0, -9417, -6487, 7868, 8704 , 251, 2013, 491 
2017/07/09/10:05:46.891902,9668,1499565946,891602993,0, -9441, -6499, 7760, 8767 , 276, 2123, 555 
2017/07/09/10:05:46.906715,9669,1499565946,906292915,0, -9420, -6534, 7656, 8854 , 85, 2086, 469 
2017/07/09/10:05:46.928814,9670,1499565946,928668022,0, -9405, -6566, 7587, 8905 , 191, 1842, 490 
2017/07/09/10:05:46.952083,9671,1499565946,951837062,0, -9371, -6623, 7501, 8972 , 112, 1977, 661 
2017/07/09/10:05:46.966974,9672,1499565946,966758966,0, -9337, -6693, 7432, 9013 , 78, 1898, 546 
2017/07/09/10:05:46.989000,9673,1499565946,988831043,0, -9275, -6780, 7363, 9068 , -66, 2037, 494 
2017/07/09/10:05:47.012803,9674,1499565947,12628078,0, -9214, -6858, 7285, 9134 , -8, 2065, 542 
2017/07/09/10:05:47.027895,9675,1499565947,27797937,0, -9173, -6920, 7194, 9201 , -28, 2045, 560 
2017/07/09/10:05:47.050101,9676,1499565947,49815893,0, -9159, -6972, 7093, 9253 , -35, 1828, 645 
2017/07/09/10:05:47.071737,9677,1499565947,71474075,0, -9130, -7034, 6993, 9312 , -122, 1844, 536 
2017/07/09/10:05:47.086815,9678,1499565947,86623907,0, -9065, -7118, 6902, 9378 , -207, 1846, 552 
2017/07/09/10:05:47.110465,9679,1499565947,110233068,0, -8998, -7196, 6810, 9450 , -219, 1901, 639 
2017/07/09/10:05:47.140099,9680,1499565947,139738082,0, -8942, -7268, 6719, 9514 , -199, 1912, 606 
2017/07/09/10:05:47.146880,9681,1499565947,146629095,0, -8895, -7328, 6614, 9585 , -234, 1896, 557 
2017/07/09/10:05:47.177588,9682,1499565947,177031993,0, -8845, -7379, 6490, 9676 , -260, 1887, 610 
2017/07/09/10:05:47.191517,9683,1499565947,191353082,0, -8784, -7435, 6368, 9770 , -332, 1854, 608 
2017/07/09/10:05:47.214068,9684,1499565947,213763952,0, -8720, -7492, 6249, 9860 , -360, 1802, 604 
2017/07/09/10:05:47.228781,9685,1499565947,228683948,0, -8651, -7546, 6145, 9944 , -383, 1839, 566 
2017/07/09/10:05:47.251907,9686,1499565947,251633882,0, -8576, -7600, 6057, 10022 , -366, 1900, 583 
2017/07/09/10:05:47.273887,9687,1499565947,273771047,0, -8520, -7640, 5975, 10088 , -277, 1979, 626 
2017/07/09/10:05:47.297026,9688,1499565947,296880006,0, -8494, -7664, 5862, 10158 , -386, 1837, 688 
2017/07/09/10:05:47.311471,9689,1499565947,311337947,0, -8470, -7679, 5747, 10232 , -482, 1722, 633 
2017/07/09/10:05:47.334049,9690,1499565947,333867073,0, -8411, -7712, 5657, 10307 , -519, 1663, 624 
2017/07/09/10:05:47.349426,9691,1499565947,349147081,0, -8334, -7752, 5593, 10373 , -473, 1852, 626 
2017/07/09/10:05:47.371758,9692,1499565947,371540069,0, -8292, -7773, 5518, 10431 , -472, 1829, 662 
2017/07/09/10:05:47.394126,9693,1499565947,393954992,0, -8276, -7774, 5429, 10490 , -497, 1739, 674 
2017/07/09/10:05:47.408834,9694,1499565947,408651113,0, -8259, -7772, 5327, 10557 , -543, 1692, 713 
2017/07/09/10:05:47.431913,9695,1499565947,431546926,0, -8220, -7782, 5238, 10624 , -628, 1735, 659 
2017/07/09/10:05:47.454477,9696,1499565947,454307079,0, -8193, -7771, 5142, 10699 , -576, 1759, 720 
2017/07/09/10:05:47.469214,9697,1499565947,468880891,0, -8185, -7749, 5042, 10769 , -556, 1607, 755 
2017/07/09/10:05:47.491708,9698,1499565947,491468906,0, -8170, -7739, 4951, 10829 , -602, 1675, 716 
2017/07/09/10:05:47.513986,9699,1499565947,513778924,0, -8158, -7720, 4849, 10898 , -626, 1745, 733 
2017/07/09/10:05:47.529434,9700,1499565947,528999090,0, -8149, -7687, 4734, 10979 , -692, 1674, 734 
2017/07/09/10:05:47.552076,9701,1499565947,551738023,0, -8146, -7650, 4616, 11056 , -650, 1586, 800 
2017/07/09/10:05:47.582826,9702,1499565947,582530021,0, -8145, -7622, 4511, 11120 , -706, 1560, 821 
2017/07/09/10:05:47.589092,9703,1499565947,588953971,0, -8136, -7598, 4424, 11178 , -702, 1612, 829 
2017/07/09/10:05:47.611595,9704,1499565947,611407041,0, -8130, -7568, 4338, 11236 , -727, 1632, 779 
2017/07/09/10:05:47.634548,9705,1499565947,634294033,0, -8136, -7523, 4240, 11299 , -722, 1588, 831 
2017/07/09/10:05:47.649186,9706,1499565947,648910999,0, -8149, -7480, 4141, 11355 , -758, 1403, 880 
2017/07/09/10:05:47.673053,9707,1499565947,672621011,0, -8153, -7444, 4059, 11405 , -784, 1465, 895 
2017/07/09/10:05:47.694946,9708,1499565947,694710969,0, -8154, -7410, 3988, 11451 , -751, 1573, 911 
2017/07/09/10:05:47.716368,9709,1499565947,716273069,0, -8170, -7363, 3907, 11498 , -711, 1556, 931 
2017/07/09/10:05:47.731337,9710,1499565947,731204986,0, -8188, -7311, 3810, 11551 , -749, 1427, 995 
2017/07/09/10:05:47.754465,9711,1499565947,754164934,0, -8199, -7273, 3724, 11596 , -781, 1458, 1005 
2017/07/09/10:05:47.770313,9712,1499565947,770174980,0, -8216, -7233, 3641, 11635 , -762, 1514, 996 
2017/07/09/10:05:47.791752,9713,1499565947,791508913,0, -8239, -7181, 3545, 11679 , -785, 1449, 1030 
2017/07/09/10:05:47.814008,9714,1499565947,813816070,0, -8256, -7132, 3458, 11724 , -767, 1396, 1076 
2017/07/09/10:05:47.828874,9715,1499565947,828690052,0, -8261, -7101, 3390, 11759 , -791, 1468, 1049 
2017/07/09/10:05:47.851991,9716,1499565947,851728916,0, -8273, -7063, 3314, 11795 , -793, 1551, 1090 
2017/07/09/10:05:47.874632,9717,1499565947,874336004,0, -8295, -7010, 3216, 11838 , -759, 1407, 1111 
2017/07/09/10:05:47.896857,9718,1499565947,896595001,0, -8318, -6951, 3106, 11886 , -751, 1337, 1162 
2017/07/09/10:05:47.912771,9719,1499565947,912663936,0, -8336, -6898, 2982, 11936 , -847, 1310, 1164 
2017/07/09/10:05:47.933879,9720,1499565947,933732986,0, -8337, -6849, 2875, 11990 , -855, 1337, 1186 
2017/07/09/10:05:47.951066,9721,1499565947,950877904,0, -8335, -6807, 2776, 12039 , -840, 1388, 1171 
2017/07/09/10:05:47.972946,9722,1499565947,972826004,0, -8346, -6753, 2669, 12085 , -789, 1391, 1225 
2017/07/09/10:05:48.002426,9723,1499565948,2098083,0, -8369, -6688, 2532, 12135 , -832, 1258, 1234 
2017/07/09/10:05:48.009093,9724,1499565948,8821010,0, -8375, -6627, 2391, 12192 , -960, 1106, 1224 
2017/07/09/10:05:48.031269,9725,1499565948,31156063,0, -8360, -6581, 2301, 12245 , -919, 1176, 1249 
2017/07/09/10:05:48.054530,9726,1499565948,54351091,0, -8354, -6538, 2223, 12287 , -874, 1359, 1280 
2017/07/09/10:05:48.070407,9727,1499565948,70314884,0, -8367, -6468, 2093, 12337 , -895, 1207, 1345 
2017/07/09/10:05:48.091381,9728,1499565948,91278076,0, -8370, -6390, 1947, 12400 , -989, 1043, 1353 
2017/07/09/10:05:48.113928,9729,1499565948,113805055,0, -8359, -6318, 1824, 12463 , -939, 1125, 1346 
2017/07/09/10:05:48.128731,9730,1499565948,128627061,0, -8360, -6236, 1703, 12520 , -882, 1114, 1364 
2017/07/09/10:05:48.151449,9731,1499565948,151346921,0, -8367, -6156, 1577, 12571 , -864, 974, 1451 
2017/07/09/10:05:48.173873,9732,1499565948,173758983,0, -8371, -6084, 1449, 12619 , -884, 1015, 1479 
2017/07/09/10:05:48.197075,9733,1499565948,196831941,0, -8371, -6008, 1300, 12672 , -977, 946, 1436 
2017/07/09/10:05:48.211371,9734,1499565948,211200952,0, -8373, -5922, 1157, 12725 , -896, 904, 1476 
2017/07/09/10:05:48.234128,9735,1499565948,233881950,0, -8376, -5844, 1018, 12771 , -938, 868, 1511 
2017/07/09/10:05:48.256619,9736,1499565948,256524085,0, -8375, -5782, 891, 12809 , -948, 819, 1492 
2017/07/09/10:05:48.271431,9737,1499565948,271297931,0, -8367, -5728, 786, 12846 , -1008, 812, 1551 
2017/07/09/10:05:48.294375,9738,1499565948,294116020,0, -8367, -5671, 690, 12876 , -972, 825, 1639 
2017/07/09/10:05:48.316574,9739,1499565948,316282987,0, -8376, -5618, 587, 12899 , -966, 784, 1560 
2017/07/09/10:05:48.331197,9740,1499565948,331103086,0, -8387, -5561, 460, 12921 , -925, 726, 1541 
2017/07/09/10:05:48.354410,9741,1499565948,354166030,0, -8380, -5525, 340, 12945 , -1167, 654, 1542 
2017/07/09/10:05:48.376320,9742,1499565948,376194953,0, -8361, -5494, 266, 12972 , -1060, 715, 1642 
2017/07/09/10:05:48.391568,9743,1499565948,391340017,0, -8358, -5467, 214, 12986 , -915, 818, 1611 
2017/07/09/10:05:48.413900,9744,1499565948,413711071,0, -8369, -5426, 116, 12997 , -927, 724, 1583 
2017/07/09/10:05:48.436595,9745,1499565948,436407089,0, -8368, -5389, 8, 13015 , -1014, 523, 1580 
2017/07/09/10:05:48.451568,9746,1499565948,451415061,0, -8353, -5374, -47, 13030 , -1106, 501, 1566 
2017/07/09/10:05:48.474204,9747,1499565948,473985910,0, -8347, -5370, -61, 13036 , -948, 603, 1594 
2017/07/09/10:05:48.496765,9748,1499565948,496473073,0, -8357, -5370, -81, 13029 , -909, 541, 1547 
2017/07/09/10:05:48.511465,9749,1499565948,511219024,0, -8368, -5361, -118, 13025 , -984, 635, 1584 
2017/07/09/10:05:48.534231,9750,1499565948,533978939,0, -8378, -5332, -177, 13030 , -1008, 394, 1676 
2017/07/09/10:05:48.565733,9751,1499565948,565565109,0, -8364, -5351, -145, 13032 , -996, 712, 1708 
2017/07/09/10:05:48.571386,9752,1499565948,571228027,0, -8364, -5395, -154, 13013 , -1071, 854, 1490 
2017/07/09/10:05:48.594160,9753,1499565948,593871116,0, -8368, -5408, -206, 13005 , -1093, 732, 1504 
2017/07/09/10:05:48.616360,9754,1499565948,616250991,0, -8377, -5399, -268, 13002 , -1018, 511, 1605 
2017/07/09/10:05:48.631996,9755,1499565948,631706953,0, -8383, -5396, -329, 12998 , -1027, 299, 1698 
2017/07/09/10:05:48.654107,9756,1499565948,653865098,0, -8380, -5432, -367, 12983 , -1234, 395, 1533 
2017/07/09/10:05:48.676652,9757,1499565948,676487922,0, -8388, -5455, -378, 12968 , -1145, 576, 1497 
2017/07/09/10:05:48.691696,9758,1499565948,691335916,0, -8396, -5468, -399, 12958 , -1145, 570, 1516 
2017/07/09/10:05:48.713886,9759,1499565948,713776111,0, -8416, -5473, -445, 12940 , -1097, 623, 1567 
2017/07/09/10:05:48.736907,9760,1499565948,736653089,0, -8432, -5482, -509, 12924 , -1176, 544, 1505 
2017/07/09/10:05:48.754009,9761,1499565948,751233100,0, -8431, -5500, -543, 12915 , -1225, 491, 1493 
2017/07/09/10:05:48.782490,9762,1499565948,782224893,0, -8439, -5516, -547, 12903 , -1151, 620, 1579 
2017/07/09/10:05:48.796374,9763,1499565948,796200037,0, -8450, -5538, -557, 12886 , -1132, 568, 1622 
2017/07/09/10:05:48.811462,9764,1499565948,811213016,0, -8455, -5567, -580, 12870 , -1269, 627, 1468 
2017/07/09/10:05:48.834522,9765,1499565948,834268093,0, -8459, -5577, -602, 12862 , -1259, 599, 1501 
