time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/09/09:58:51.443034,146893,1499565531,442728996,0,81,750,346,97,74,162,124,80
2017/07/09/09:58:51.457947,146894,1499565531,457761049,0,80,693,355,109,97,150,131,83
2017/07/09/09:58:51.480428,146895,1499565531,480281114,0,84,713,346,108,104,140,136,86
2017/07/09/09:58:51.503264,146896,1499565531,502985000,0,92,752,373,116,107,140,185,95
2017/07/09/09:58:51.518078,146897,1499565531,517889976,0,91,570,291,113,109,103,216,111
2017/07/09/09:58:51.540425,146898,1499565531,540240049,0,99,554,238,104,108,97,218,119
2017/07/09/09:58:51.563133,146899,1499565531,562800884,0,99,576,211,89,88,93,216,122
2017/07/09/09:58:51.577976,146900,1499565531,577665090,0,104,625,248,95,81,90,226,121
2017/07/09/09:58:51.601145,146901,1499565531,600728034,0,100,577,219,95,95,96,248,122
2017/07/09/09:58:51.622970,146902,1499565531,622740983,0,93,568,218,100,113,96,240,124
2017/07/09/09:58:51.645801,146903,1499565531,645314931,0,96,525,217,100,111,93,258,157
2017/07/09/09:58:51.661080,146904,1499565531,660669088,0,97,495,224,101,109,96,281,159
2017/07/09/09:58:51.683328,146905,1499565531,683020114,0,106,401,186,99,116,103,283,175
2017/07/09/09:58:51.698056,146906,1499565531,697815895,0,118,490,197,90,106,96,302,177
2017/07/09/09:58:51.720270,146907,1499565531,720174074,0,118,539,196,81,86,97,292,173
2017/07/09/09:58:51.743274,146908,1499565531,743091106,0,107,623,203,80,155,111,323,162
2017/07/09/09:58:51.758089,146909,1499565531,757849931,0,100,619,205,81,191,121,327,182
2017/07/09/09:58:51.780801,146910,1499565531,780508041,0,114,613,210,85,194,126,338,188
2017/07/09/09:58:51.802962,146911,1499565531,802731037,0,120,651,274,101,193,130,346,202
2017/07/09/09:58:51.833728,146912,1499565531,833462953,0,125,653,273,114,206,131,419,223
2017/07/09/09:58:51.841012,146913,1499565531,840692043,0,139,576,267,127,311,125,429,229
2017/07/09/09:58:51.862863,146914,1499565531,862689018,0,149,660,368,137,306,125,438,232
2017/07/09/09:58:51.885488,146915,1499565531,885188102,0,132,697,380,144,319,127,450,217
2017/07/09/09:58:51.900465,146916,1499565531,900186061,0,132,698,378,140,327,133,446,203
2017/07/09/09:58:51.923207,146917,1499565531,923069953,0,128,720,419,147,354,140,460,217
2017/07/09/09:58:51.945681,146918,1499565531,945377111,0,127,729,421,148,289,139,478,213
2017/07/09/09:58:51.960800,146919,1499565531,960495948,0,132,645,335,136,278,130,483,229
2017/07/09/09:58:51.983171,146920,1499565531,982892036,0,138,622,328,128,259,121,470,239
2017/07/09/09:58:52.005383,146921,1499565532,5115985,0,125,509,268,124,254,116,496,243
2017/07/09/09:58:52.020796,146922,1499565532,20379066,0,139,548,224,127,217,105,481,236
2017/07/09/09:58:52.043183,146923,1499565532,42881011,0,138,552,228,113,185,98,467,233
2017/07/09/09:58:52.065584,146924,1499565532,65319061,0,134,568,233,120,195,122,505,228
2017/07/09/09:58:52.087848,146925,1499565532,87747097,0,140,603,229,117,197,169,596,338
2017/07/09/09:58:52.103141,146926,1499565532,102859020,0,173,691,267,137,197,170,555,385
2017/07/09/09:58:52.133473,146927,1499565532,133327007,0,176,587,251,124,204,170,548,381
2017/07/09/09:58:52.148086,146928,1499565532,147944927,0,184,571,253,126,170,182,578,439
2017/07/09/09:58:52.164963,146929,1499565532,164796113,0,190,543,242,125,167,178,552,490
2017/07/09/09:58:52.185317,146930,1499565532,185111045,0,194,535,231,125,210,141,572,470
2017/07/09/09:58:52.208025,146931,1499565532,207875013,0,169,393,186,110,233,149,644,473
2017/07/09/09:58:52.225068,146932,1499565532,224817037,0,164,463,209,110,221,174,666,489
2017/07/09/09:58:52.246989,146933,1499565532,246800899,0,156,557,216,118,222,168,656,445
