time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat,.acc
2017/07/09/10:02:52.959493,8539,1499565772,959307909,0,"(-10203, -6491, 7360, 8249)","(283, 1823, 610)"
2017/07/09/10:02:52.966546,8540,1499565772,966396093,0,"(-10214, -6461, 7364, 8254)","(282, 1870, 567)"
2017/07/09/10:02:52.988879,8541,1499565772,988533020,0,"(-10226, -6421, 7371, 8266)","(335, 1882, 532)"
2017/07/09/10:02:53.011187,8542,1499565773,10901927,0,"(-10253, -6367, 7357, 8286)","(416, 1903, 623)"
2017/07/09/10:02:53.033858,8543,1499565773,33648014,0,"(-10286, -6317, 7337, 8300)","(346, 1848, 644)"
2017/07/09/10:02:53.048789,8544,1499565773,48492908,0,"(-10305, -6270, 7335, 8314)","(275, 1726, 565)"
2017/07/09/10:02:53.071900,8545,1499565773,71563005,0,"(-10304, -6238, 7349, 8328)","(351, 1719, 553)"
2017/07/09/10:02:53.093702,8546,1499565773,93332052,0,"(-10293, -6222, 7358, 8344)","(403, 1859, 596)"
2017/07/09/10:02:53.108476,8547,1499565773,108318090,0,"(-10303, -6193, 7352, 8359)","(411, 1837, 703)"
2017/07/09/10:02:53.131886,8548,1499565773,131702899,0,"(-10302, -6168, 7348, 8383)","(331, 1749, 564)"
2017/07/09/10:02:53.146197,8549,1499565773,146054983,0,"(-10284, -6158, 7348, 8412)","(403, 1825, 587)"
2017/07/09/10:02:53.169278,8550,1499565773,168905973,0,"(-10269, -6152, 7341, 8440)","(384, 1875, 604)"
2017/07/09/10:02:53.191087,8551,1499565773,190885066,0,"(-10276, -6132, 7311, 8473)","(360, 1826, 662)"
2017/07/09/10:02:53.213573,8552,1499565773,213331937,0,"(-10275, -6106, 7280, 8519)","(423, 1719, 647)"
2017/07/09/10:02:53.228885,8553,1499565773,228681087,0,"(-10248, -6112, 7251, 8572)","(377, 1820, 624)"
2017/07/09/10:02:53.251188,8554,1499565773,251024961,0,"(-10230, -6113, 7208, 8629)","(320, 1927, 682)"
2017/07/09/10:02:53.273504,8555,1499565773,273335933,0,"(-10229, -6099, 7149, 8689)","(316, 1822, 709)"
2017/07/09/10:02:53.288472,8556,1499565773,288284063,0,"(-10226, -6092, 7088, 8746)","(260, 1713, 725)"
2017/07/09/10:02:53.312654,8557,1499565773,312505960,0,"(-10208, -6098, 7032, 8810)","(199, 1802, 734)"
2017/07/09/10:02:53.333846,8558,1499565773,333669900,0,"(-10178, -6110, 6987, 8871)","(236, 1894, 664)"
2017/07/09/10:02:53.348876,8559,1499565773,348685979,0,"(-10151, -6135, 6925, 8933)","(229, 1677, 829)"
2017/07/09/10:02:53.372600,8560,1499565773,372318983,0,"(-10025, -6266, 6976, 8944)","(224, 1865, 556)"
2017/07/09/10:02:53.393659,8561,1499565773,393381118,0,"(-9965, -6346, 6954, 8972)","(215, 2416, 775)"
2017/07/09/10:02:53.408668,8562,1499565773,408432006,0,"(-9938, -6367, 6886, 9040)","(20, 2083, 679)"
2017/07/09/10:02:53.431329,8563,1499565773,431139945,0,"(-9925, -6380, 6811, 9101)","(114, 1823, 776)"
2017/07/09/10:02:53.453674,8564,1499565773,453473091,0,"(-9890, -6429, 6738, 9159)","(29, 1846, 750)"
2017/07/09/10:02:53.468550,8565,1499565773,468252897,0,"(-9837, -6500, 6667, 9218)","(-29, 1963, 761)"
2017/07/09/10:02:53.491104,8566,1499565773,490875005,0,"(-9775, -6574, 6594, 9284)","(-67, 1990, 726)"
2017/07/09/10:02:53.513789,8567,1499565773,513483047,0,"(-9718, -6648, 6513, 9348)","(-68, 1959, 748)"
2017/07/09/10:02:53.536140,8568,1499565773,535940885,0,"(-9669, -6717, 6418, 9415)","(-88, 1960, 800)"
2017/07/09/10:02:53.551509,8569,1499565773,551265954,0,"(-9624, -6780, 6306, 9490)","(-125, 1913, 776)"
2017/07/09/10:02:53.574172,8570,1499565773,573923110,0,"(-9580, -6842, 6186, 9570)","(-195, 1822, 758)"
2017/07/09/10:02:53.590762,8571,1499565773,590611934,0,"(-9517, -6914, 6076, 9650)","(-276, 1837, 721)"
2017/07/09/10:02:53.611122,8572,1499565773,610930919,0,"(-9439, -6993, 5985, 9727)","(-209, 1806, 732)"
2017/07/09/10:02:53.633750,8573,1499565773,633522987,0,"(-9377, -7063, 5895, 9792)","(-193, 1807, 765)"
2017/07/09/10:02:53.648693,8574,1499565773,648416996,0,"(-9327, -7127, 5810, 9844)","(-212, 1832, 755)"
2017/07/09/10:02:53.670836,8575,1499565773,670753955,0,"(-9279, -7183, 5711, 9906)","(-309, 1812, 758)"
2017/07/09/10:02:53.701846,8576,1499565773,701577901,0,"(-9225, -7230, 5621, 9973)","(-315, 1737, 706)"
2017/07/09/10:02:53.709082,8577,1499565773,708830118,0,"(-9166, -7277, 5542, 10037)","(-291, 1690, 745)"
2017/07/09/10:02:53.731488,8578,1499565773,731219053,0,"(-9106, -7330, 5478, 10088)","(-283, 1774, 767)"
2017/07/09/10:02:53.753791,8579,1499565773,753550052,0,"(-9057, -7375, 5404, 10140)","(-316, 1832, 739)"
