time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/09/10:23:29.367120,220611,1499567009,366687059,0,324,663,439,126,90,128,74,211
2017/07/09/10:23:29.397178,220612,1499567009,396922111,0,384,597,391,114,83,148,76,235
2017/07/09/10:23:29.411721,220613,1499567009,411369085,0,450,517,307,98,71,149,82,230
2017/07/09/10:23:29.427126,220614,1499567009,426729917,0,487,452,300,101,74,126,81,191
2017/07/09/10:23:29.449881,220615,1499567009,449544906,0,543,442,282,103,88,121,79,200
2017/07/09/10:23:29.471736,220616,1499567009,471334934,0,568,446,242,101,85,142,77,214
2017/07/09/10:23:29.486864,220617,1499567009,486526966,0,556,568,272,111,85,124,75,180
2017/07/09/10:23:29.519291,220618,1499567009,518832921,0,531,537,291,119,91,130,72,169
2017/07/09/10:23:29.532089,220619,1499567009,531651020,0,490,511,260,116,100,133,69,171
2017/07/09/10:23:29.546555,220620,1499567009,546356916,0,421,506,260,114,90,132,60,136
2017/07/09/10:23:29.578381,220621,1499567009,577572107,0,405,497,273,111,86,102,58,179
2017/07/09/10:23:29.591882,220622,1499567009,591542005,0,449,329,249,105,83,111,60,184
2017/07/09/10:23:29.606478,220623,1499567009,606213092,0,451,334,215,103,93,105,54,185
2017/07/09/10:23:29.629143,220624,1499567009,628797054,0,472,375,216,103,88,101,56,211
2017/07/09/10:23:29.651851,220625,1499567009,651583909,0,447,411,226,98,83,94,57,225
2017/07/09/10:23:29.666827,220626,1499567009,666553974,0,505,385,181,90,83,86,51,176
2017/07/09/10:23:29.688993,220627,1499567009,688824892,0,446,394,187,99,88,61,50,172
2017/07/09/10:23:29.720190,220628,1499567009,719981908,0,425,414,240,100,72,58,53,192
2017/07/09/10:23:29.727714,220629,1499567009,727615118,0,394,429,250,101,68,54,57,174
2017/07/09/10:23:29.749206,220630,1499567009,749002933,0,480,396,245,100,67,115,64,180
2017/07/09/10:23:29.771558,220631,1499567009,771331071,0,397,378,265,107,77,119,63,193
2017/07/09/10:23:29.786574,220632,1499567009,786412000,0,391,410,255,97,75,121,66,192
2017/07/09/10:23:29.808882,220633,1499567009,808728933,0,389,397,193,86,72,122,63,189
