time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat,.acc
2017/07/09/10:18:04.578637,13997,1499566684,578393936,0, -12688, -10017, 2168, 1554 , 157, 2003, 466 
2017/07/09/10:18:04.601147,13998,1499566684,600790977,0, -12718, -9977, 2179, 1558 , 125, 1962, 437 
2017/07/09/10:18:04.615840,13999,1499566684,615597009,0, -12741, -9944, 2195, 1557 , 175, 1964, 380 
2017/07/09/10:18:04.638123,14000,1499566684,637948989,0, -12798, -9872, 2194, 1545 , 209, 2037, 510 
2017/07/09/10:18:04.661588,14001,1499566684,661300897,0, -12857, -9795, 2202, 1537 , 207, 2011, 485 
2017/07/09/10:18:04.683540,14002,1499566684,683346986,0, -12894, -9740, 2226, 1535 , 186, 1825, 490 
2017/07/09/10:18:04.698614,14003,1499566684,698374986,0, -12913, -9711, 2251, 1527 , 190, 1829, 496 
2017/07/09/10:18:04.720838,14004,1499566684,720665931,0, -12946, -9664, 2279, 1508 , 275, 1948, 594 
2017/07/09/10:18:04.743316,14005,1499566684,743046998,0, -12979, -9617, 2298, 1498 , 301, 1745, 590 
2017/07/09/10:18:04.758894,14006,1499566684,758559942,0, -12980, -9612, 2312, 1497 , 214, 1773, 550 
2017/07/09/10:18:04.781361,14007,1499566684,781023979,0, -12957, -9638, 2331, 1495 , 222, 2080, 524 
2017/07/09/10:18:04.803752,14008,1499566684,803514957,0, -12962, -9629, 2346, 1494 , 222, 2086, 456 
2017/07/09/10:18:04.818746,14009,1499566684,818461894,0, -12982, -9599, 2352, 1498 , 312, 1797, 604 
2017/07/09/10:18:04.840802,14010,1499566684,840491056,0, -12989, -9592, 2335, 1512 , 291, 1761, 640 
2017/07/09/10:18:04.855555,14011,1499566684,855452060,0, -12980, -9609, 2304, 1525 , 210, 2015, 591 
2017/07/09/10:18:04.887444,14012,1499566684,887340068,0, -12985, -9612, 2257, 1541 , 156, 2064, 554 
2017/07/09/10:18:04.900987,14013,1499566684,900801897,0, -13010, -9587, 2199, 1559 , 214, 1983, 574 
2017/07/09/10:18:04.923842,14014,1499566684,923593997,0, -13032, -9571, 2131, 1575 , 189, 1901, 610 
2017/07/09/10:18:04.939455,14015,1499566684,939348936,0, -13040, -9574, 2056, 1592 , 96, 2064, 618 
2017/07/09/10:18:04.960585,14016,1499566684,960500001,0, -13054, -9568, 1973, 1612 , 65, 2202, 578 
2017/07/09/10:18:04.983317,14017,1499566684,983180999,0, -13086, -9536, 1852, 1688 , -64, 2106, 593 
