time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/09/10:23:08.134130,219552,1499566988,133735895,0,79,285,150,58,53,48,41,183
2017/07/09/10:23:08.148905,219553,1499566988,148679018,0,98,288,171,63,53,49,39,204
2017/07/09/10:23:08.171564,219554,1499566988,171315908,0,134,389,180,65,60,51,55,208
2017/07/09/10:23:08.194197,219555,1499566988,193828105,0,175,436,276,89,59,48,66,227
2017/07/09/10:23:08.210844,219556,1499566988,210537910,0,267,436,308,103,61,49,66,236
2017/07/09/10:23:08.231507,219557,1499566988,231247901,0,349,425,297,100,68,54,75,276
2017/07/09/10:23:08.254052,219558,1499566988,253777980,0,348,419,289,99,77,55,77,257
2017/07/09/10:23:08.270676,219559,1499566988,270541906,0,472,430,350,108,74,59,81,247
2017/07/09/10:23:08.291770,219560,1499566988,291528940,0,552,424,296,96,74,54,79,231
2017/07/09/10:23:08.322635,219561,1499566988,322376966,0,525,448,269,84,73,55,78,228
2017/07/09/10:23:08.329669,219562,1499566988,329201936,0,485,457,269,80,67,48,66,160
2017/07/09/10:23:08.353239,219563,1499566988,353064060,0,536,449,268,89,63,49,67,163
2017/07/09/10:23:08.373742,219564,1499566988,373610019,0,434,406,181,78,66,40,54,154
2017/07/09/10:23:08.388764,219565,1499566988,388602972,0,404,365,170,73,59,38,50,164
2017/07/09/10:23:08.428121,219566,1499566988,427952051,0,511,498,260,85,55,34,50,213
2017/07/09/10:23:08.434435,219567,1499566988,433933019,0,514,487,264,88,59,36,53,229
2017/07/09/10:23:08.448905,219568,1499566988,448723077,0,519,488,263,83,60,34,49,231
2017/07/09/10:23:08.471689,219569,1499566988,471385955,0,534,455,272,95,66,39,47,225
2017/07/09/10:23:08.494059,219570,1499566988,493725061,0,486,514,286,101,66,36,45,238
2017/07/09/10:23:08.509007,219571,1499566988,508763074,0,400,391,221,91,66,37,50,218
2017/07/09/10:23:08.539278,219572,1499566988,539036035,0,418,412,220,91,61,35,47,198
2017/07/09/10:23:08.555645,219573,1499566988,555409908,0,358,450,234,94,58,35,47,210
2017/07/09/10:23:08.570349,219574,1499566988,570241928,0,362,456,213,79,48,30,45,209
2017/07/09/10:23:08.591290,219575,1499566988,591149091,0,387,476,208,77,49,36,47,219
2017/07/09/10:23:08.614091,219576,1499566988,613754987,0,352,463,200,75,51,35,42,193
2017/07/09/10:23:08.644876,219577,1499566988,644674062,0,365,468,212,92,71,40,57,198
2017/07/09/10:23:08.651536,219578,1499566988,651303052,0,404,447,206,89,71,41,58,177
2017/07/09/10:23:08.674303,219579,1499566988,673979043,0,400,456,216,89,72,43,63,208
2017/07/09/10:23:08.696624,219580,1499566988,696249008,0,418,385,220,86,72,40,58,183
2017/07/09/10:23:08.712766,219581,1499566988,712635040,0,420,384,230,93,78,42,59,187
2017/07/09/10:23:08.734058,219582,1499566988,733836889,0,431,355,212,78,69,41,55,207
2017/07/09/10:23:08.756485,219583,1499566988,756308078,0,416,359,207,76,65,40,56,218
2017/07/09/10:23:08.771585,219584,1499566988,771385908,0,412,348,211,80,66,41,54,195
2017/07/09/10:23:08.802144,219585,1499566988,801846027,0,374,329,197,83,70,44,58,198
2017/07/09/10:23:08.816466,219586,1499566988,816163063,0,439,294,172,78,67,45,61,204
2017/07/09/10:23:08.831805,219587,1499566988,831456899,0,403,314,170,74,57,39,51,187
2017/07/09/10:23:08.861562,219588,1499566988,861372947,0,408,324,173,86,63,38,51,183
2017/07/09/10:23:08.876770,219589,1499566988,876472949,0,416,325,161,85,63,39,49,176
2017/07/09/10:23:08.891958,219590,1499566988,891614913,0,419,379,157,83,57,36,49,188
2017/07/09/10:23:08.915271,219591,1499566988,915082931,0,383,457,181,87,57,35,49,203
2017/07/09/10:23:08.936699,219592,1499566988,936366081,0,409,471,181,87,69,37,52,215
2017/07/09/10:23:08.951862,219593,1499566988,951596975,0,395,468,172,75,68,38,51,217
2017/07/09/10:23:08.973993,219594,1499566988,973732948,0,398,523,200,73,65,36,51,229
2017/07/09/10:23:08.996843,219595,1499566988,996572017,0,398,578,213,69,69,37,51,221
2017/07/09/10:23:09.011472,219596,1499566989,11245012,0,384,563,206,60,66,36,47,227
2017/07/09/10:23:09.033829,219597,1499566989,33710002,0,380,534,224,67,58,37,54,228
2017/07/09/10:23:09.056680,219598,1499566989,56448936,0,378,519,225,75,63,39,56,221
2017/07/09/10:23:09.071512,219599,1499566989,71286916,0,378,493,200,76,75,42,61,210
2017/07/09/10:23:09.093817,219600,1499566989,93652963,0,372,514,202,82,72,44,69,203
2017/07/09/10:23:09.118262,219601,1499566989,118082046,0,376,471,181,84,78,49,75,168
2017/07/09/10:23:09.131717,219602,1499566989,131433963,0,349,492,164,84,80,51,79,160
2017/07/09/10:23:09.155570,219603,1499566989,155484914,0,366,488,164,84,88,49,80,186
2017/07/09/10:23:09.176342,219604,1499566989,176103115,0,343,459,164,83,81,45,76,202
2017/07/09/10:23:09.192855,219605,1499566989,192555904,0,370,385,168,85,82,45,75,216
2017/07/09/10:23:09.213916,219606,1499566989,213727951,0,368,397,168,90,78,44,73,230
2017/07/09/10:23:09.236265,219607,1499566989,236151933,0,361,396,158,83,84,47,68,248
2017/07/09/10:23:09.251432,219608,1499566989,251163005,0,326,412,154,77,72,50,73,253
2017/07/09/10:23:09.274042,219609,1499566989,273773908,0,362,399,155,80,73,66,80,237
2017/07/09/10:23:09.296791,219610,1499566989,296355962,0,473,335,114,80,95,67,79,259
2017/07/09/10:23:09.319217,219611,1499566989,318952083,0,473,307,112,72,94,65,83,249
2017/07/09/10:23:09.334106,219612,1499566989,333931922,0,527,325,126,70,84,61,79,240
2017/07/09/10:23:09.356600,219613,1499566989,356385946,0,628,404,161,87,91,60,71,230
2017/07/09/10:23:09.371530,219614,1499566989,371299982,0,625,429,169,85,88,63,63,252
2017/07/09/10:23:09.393962,219615,1499566989,393695116,0,562,410,162,78,118,79,70,258
2017/07/09/10:23:09.417944,219616,1499566989,417838096,0,599,430,165,80,122,84,64,267
2017/07/09/10:23:09.433209,219617,1499566989,432895898,0,578,401,159,87,128,88,66,291
2017/07/09/10:23:09.454078,219618,1499566989,453944921,0,524,301,121,73,126,88,68,285
2017/07/09/10:23:09.476477,219619,1499566989,476187944,0,593,308,114,78,127,80,79,320
2017/07/09/10:23:09.492695,219620,1499566989,492554903,0,601,321,117,76,83,73,86,303
2017/07/09/10:23:09.516339,219621,1499566989,516007900,0,567,336,121,71,76,70,92,317
2017/07/09/10:23:09.536780,219622,1499566989,536585092,0,575,349,124,70,109,83,91,286
2017/07/09/10:23:09.559132,219623,1499566989,558888912,0,534,350,123,67,110,84,96,292
2017/07/09/10:23:09.574283,219624,1499566989,573894023,0,447,312,120,60,108,80,95,267
2017/07/09/10:23:09.596409,219625,1499566989,596205949,0,455,341,123,71,112,95,89,273
2017/07/09/10:23:09.619004,219626,1499566989,618838071,0,488,313,126,78,119,95,88,268
2017/07/09/10:23:09.633873,219627,1499566989,633754014,0,488,280,122,79,87,85,93,267
2017/07/09/10:23:09.656460,219628,1499566989,656173944,0,511,294,144,85,81,85,91,274
2017/07/09/10:23:09.687642,219629,1499566989,687371015,0,551,376,218,115,85,86,86,243
2017/07/09/10:23:09.694480,219630,1499566989,694116115,0,501,349,228,117,90,128,94,244
2017/07/09/10:23:09.716288,219631,1499566989,716172933,0,541,343,228,112,81,131,97,253
2017/07/09/10:23:09.739410,219632,1499566989,739176034,0,532,343,234,109,74,130,94,258
2017/07/09/10:23:09.754693,219633,1499566989,754076004,0,519,389,253,110,76,130,92,249
2017/07/09/10:23:09.776326,219634,1499566989,776179075,0,490,355,220,81,76,132,96,260
2017/07/09/10:23:09.799222,219635,1499566989,798979997,0,514,352,220,69,56,72,89,266
2017/07/09/10:23:09.813991,219636,1499566989,813749074,0,537,357,222,77,62,127,100,261
2017/07/09/10:23:09.836704,219637,1499566989,836349964,0,515,396,221,89,64,134,106,252
2017/07/09/10:23:09.859223,219638,1499566989,858989953,0,576,363,192,92,65,144,115,297
2017/07/09/10:23:09.874348,219639,1499566989,873984098,0,571,308,152,89,63,154,124,301
