time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/09/10:18:33.903245,205869,1499566713,903055906,0,487,642,343,113,102,55,56,277
2017/07/09/10:18:33.926179,205870,1499566713,925831079,0,466,569,312,119,116,58,66,325
2017/07/09/10:18:33.948435,205871,1499566713,948168039,0,447,435,266,104,127,64,63,301
2017/07/09/10:18:33.963133,205872,1499566713,962980985,0,482,467,258,106,113,60,69,302
2017/07/09/10:18:33.986116,205873,1499566713,985886096,0,565,523,266,110,115,59,74,308
2017/07/09/10:18:34.008548,205874,1499566714,8281946,0,514,496,204,103,125,59,75,246
2017/07/09/10:18:34.023089,205875,1499566714,22995948,0,562,502,193,97,119,58,69,174
2017/07/09/10:18:34.046023,205876,1499566714,45795917,0,622,600,236,106,117,55,72,176
2017/07/09/10:18:34.068435,205877,1499566714,68032979,0,697,628,249,97,124,69,74,189
2017/07/09/10:18:34.083313,205878,1499566714,83121061,0,681,607,249,92,128,76,71,191
2017/07/09/10:18:34.094147,205879,1499566714,93465089,0,681,607,249,92,128,76,71,191
2017/07/09/10:18:34.094409,205880,1499566714,94264984,0,91,177,117,45,35,26,36,103
2017/07/09/10:18:34.095584,205881,1499566714,95454931,0,253,361,202,58,45,30,32,121
2017/07/09/10:18:34.101011,205882,1499566714,100672006,0,309,530,261,87,54,35,44,181
2017/07/09/10:18:34.106091,205883,1499566714,105925083,0,656,606,237,93,126,78,73,220
2017/07/09/10:18:34.128646,205884,1499566714,128392934,0,596,673,314,114,121,78,79,235
2017/07/09/10:18:34.150880,205885,1499566714,150717973,0,591,641,321,111,116,78,85,248
2017/07/09/10:18:34.165788,205886,1499566714,165559053,0,499,621,332,113,109,75,86,244
2017/07/09/10:18:34.188344,205887,1499566714,188159942,0,510,599,336,112,107,66,86,240
2017/07/09/10:18:34.211182,205888,1499566714,210856914,0,504,544,341,126,127,74,85,233
2017/07/09/10:18:34.225880,205889,1499566714,225639104,0,522,509,321,118,130,78,78,242
2017/07/09/10:18:34.248731,205890,1499566714,248269081,0,464,499,317,118,129,74,69,234
2017/07/09/10:18:34.270892,205891,1499566714,270678043,0,455,478,310,122,135,68,73,227
2017/07/09/10:18:34.285902,205892,1499566714,285626888,0,432,465,324,127,137,73,84,228
2017/07/09/10:18:34.316699,205893,1499566714,316464900,0,457,523,326,123,126,62,104,267
2017/07/09/10:18:34.331179,205894,1499566714,330888986,0,485,481,292,114,126,59,115,289
2017/07/09/10:18:34.345639,205895,1499566714,345475912,0,485,433,327,124,135,67,120,298
2017/07/09/10:18:34.376473,205896,1499566714,376183986,0,466,492,341,123,133,65,114,296
2017/07/09/10:18:34.390705,205897,1499566714,390477895,0,416,513,316,130,134,60,107,304
2017/07/09/10:18:34.410218,205898,1499566714,407310009,0,371,470,334,146,124,69,84,248
2017/07/09/10:18:34.428571,205899,1499566714,428313016,0,357,459,327,142,120,73,76,239
2017/07/09/10:18:34.451227,205900,1499566714,450977087,0,413,479,275,134,111,71,76,227
2017/07/09/10:18:34.465968,205901,1499566714,465576887,0,407,424,249,132,121,72,78,228
2017/07/09/10:18:34.488309,205902,1499566714,488090991,0,424,436,251,126,114,71,84,222
2017/07/09/10:18:34.511294,205903,1499566714,510813951,0,473,475,244,106,119,62,87,248
2017/07/09/10:18:34.527582,205904,1499566714,527240037,0,446,494,264,113,128,61,83,217
2017/07/09/10:18:34.550993,205905,1499566714,550736904,0,438,480,257,116,143,66,78,215
2017/07/09/10:18:34.571182,205906,1499566714,570903062,0,443,473,244,112,132,63,75,213
2017/07/09/10:18:34.594611,205907,1499566714,594528913,0,462,488,252,109,132,64,65,224
2017/07/09/10:18:34.608571,205908,1499566714,608227014,0,402,456,229,101,122,61,61,187
2017/07/09/10:18:34.631179,205909,1499566714,630814075,0,380,444,194,99,112,56,68,187
2017/07/09/10:18:34.646204,205910,1499566714,645944118,0,412,449,191,104,87,41,66,208
2017/07/09/10:18:34.668355,205911,1499566714,668097019,0,403,497,220,103,80,38,65,217
2017/07/09/10:18:34.690819,205912,1499566714,690622091,0,401,467,205,104,92,37,62,188
2017/07/09/10:18:34.710300,205913,1499566714,707207918,0,457,445,209,102,92,41,64,207
2017/07/09/10:18:34.728725,205914,1499566714,728456020,0,524,462,222,95,101,45,58,194
2017/07/09/10:18:34.750790,205915,1499566714,750562906,0,468,456,220,82,100,47,58,169
2017/07/09/10:18:34.766136,205916,1499566714,765907049,0,487,397,186,82,96,48,58,164
2017/07/09/10:18:34.788739,205917,1499566714,788439035,0,448,441,199,77,79,47,62,197
2017/07/09/10:18:34.810809,205918,1499566714,810561895,0,475,445,188,74,80,48,62,206
2017/07/09/10:18:34.825962,205919,1499566714,825778961,0,413,435,188,86,75,46,58,216
2017/07/09/10:18:34.849605,205920,1499566714,849340915,0,495,416,183,91,76,45,63,217
2017/07/09/10:18:34.871092,205921,1499566714,870843887,0,473,425,193,91,74,45,63,232
2017/07/09/10:18:34.885905,205922,1499566714,885642051,0,554,415,184,90,75,45,63,221
2017/07/09/10:18:34.909826,205923,1499566714,909641027,0,515,410,176,90,85,49,63,194
