time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat,.acc
2017/07/09/10:19:51.363713,14839,1499566791,363436937,0,"(-12836, -9204, 3454, 2651)","(316, 1773, 658)"
2017/07/09/10:19:51.390461,14840,1499566791,386464118,0,"(-12838, -9203, 3485, 2608)","(367, 1813, 589)"
2017/07/09/10:19:51.401287,14841,1499566791,401060104,0,"(-12853, -9197, 3477, 2565)","(340, 1783, 651)"
2017/07/09/10:19:51.423714,14842,1499566791,423418998,0,"(-12870, -9196, 3452, 2518)","(461, 1697, 686)"
2017/07/09/10:19:51.446196,14843,1499566791,446054935,0,"(-12855, -9243, 3396, 2497)","(258, 1980, 617)"
2017/07/09/10:19:51.461569,14844,1499566791,461240053,0,"(-12841, -9292, 3319, 2493)","(204, 2147, 595)"
2017/07/09/10:19:51.483692,14845,1499566791,483511924,0,"(-12861, -9296, 3233, 2483)","(285, 2103, 648)"
2017/07/09/10:19:51.506590,14846,1499566791,506230115,0,"(-12908, -9273, 3129, 2463)","(279, 1947, 681)"
2017/07/09/10:19:51.521423,14847,1499566791,520958900,0,"(-12875, -9345, 3016, 2504)","(26, 1945, 492)"
2017/07/09/10:19:51.559835,14848,1499566791,559547901,0,"(-12857, -9398, 2875, 2562)","(124, 2162, 662)"
2017/07/09/10:19:51.576873,14849,1499566791,576174020,0,"(-12843, -9440, 2732, 2631)","(21, 2144, 581)"
2017/07/09/10:19:51.581046,14850,1499566791,580859899,0,"(-12847, -9459, 2587, 2691)","(15, 1940, 596)"
2017/07/09/10:19:51.611969,14851,1499566791,611759901,0,"(-12852, -9475, 2449, 2741)","(8, 1828, 604)"
2017/07/09/10:19:51.626889,14852,1499566791,626594066,0,"(-12830, -9520, 2298, 2814)","(-96, 1929, 557)"
2017/07/09/10:19:51.640803,14853,1499566791,640695095,0,"(-12805, -9565, 2142, 2896)","(-144, 1974, 556)"
2017/07/09/10:19:51.672185,14854,1499566791,671865940,0,"(-12787, -9597, 1992, 2975)","(-205, 1959, 566)"
2017/07/09/10:19:51.686262,14855,1499566791,686011075,0,"(-12770, -9627, 1850, 3048)","(-226, 1819, 635)"
2017/07/09/10:19:51.701403,14856,1499566791,701134920,0,"(-12746, -9658, 1718, 3124)","(-234, 1811, 584)"
2017/07/09/10:19:51.725008,14857,1499566791,724912881,0,"(-12717, -9691, 1595, 3206)","(-258, 1872, 557)"
2017/07/09/10:19:51.746021,14858,1499566791,745796918,0,"(-12695, -9711, 1480, 3286)","(-235, 1875, 564)"
2017/07/09/10:19:51.760831,14859,1499566791,760737895,0,"(-12685, -9714, 1370, 3360)","(-257, 1810, 560)"
2017/07/09/10:19:51.785211,14860,1499566791,785106897,0,"(-12680, -9712, 1265, 3428)","(-272, 1696, 601)"
2017/07/09/10:19:51.806336,14861,1499566791,806094884,0,"(-12664, -9721, 1165, 3498)","(-292, 1747, 607)"
2017/07/09/10:19:51.823172,14862,1499566791,823021888,0,"(-12644, -9729, 1066, 3577)","(-365, 1872, 569)"
2017/07/09/10:19:51.851743,14863,1499566791,851475000,0,"(-12641, -9714, 977, 3653)","(-361, 1877, 598)"
2017/07/09/10:19:51.865779,14864,1499566791,865668058,0,"(-12647, -9688, 892, 3723)","(-377, 1803, 592)"
2017/07/09/10:19:51.889888,14865,1499566791,889827013,0,"(-12651, -9663, 818, 3791)","(-388, 1767, 563)"
2017/07/09/10:19:51.903412,14866,1499566791,903314113,0,"(-12650, -9641, 751, 3863)","(-392, 1776, 588)"
2017/07/09/10:19:51.926410,14867,1499566791,926106929,0,"(-12650, -9617, 690, 3934)","(-365, 1825, 599)"
2017/07/09/10:19:51.941302,14868,1499566791,941015005,0,"(-12667, -9572, 628, 3998)","(-372, 1788, 649)"
2017/07/09/10:19:51.963605,14869,1499566791,963390111,0,"(-12682, -9531, 571, 4058)","(-420, 1709, 643)"
2017/07/09/10:19:52.002902,14870,1499566792,2569913,0,"(-12684, -9500, 512, 4129)","(-538, 1760, 606)"
2017/07/09/10:19:52.004295,14871,1499566792,4122018,0,"(-12683, -9469, 467, 4208)","(-478, 1852, 632)"
2017/07/09/10:19:52.026720,14872,1499566792,23808002,0,"(-12698, -9425, 425, 4265)","(-391, 1850, 702)"
2017/07/09/10:19:52.054209,14873,1499566792,53980112,0,"(-12732, -9358, 378, 4316)","(-470, 1739, 689)"
2017/07/09/10:19:52.060877,14874,1499566792,60681104,0,"(-12761, -9290, 324, 4382)","(-551, 1639, 719)"
2017/07/09/10:19:52.083555,14875,1499566792,83431959,0,"(-12773, -9239, 278, 4458)","(-579, 1696, 750)"
2017/07/09/10:19:52.113875,14876,1499566792,113732099,0,"(-12781, -9199, 245, 4519)","(-483, 1778, 722)"
2017/07/09/10:19:52.125943,14877,1499566792,122761964,0,"(-12804, -9142, 211, 4570)","(-557, 1801, 696)"
2017/07/09/10:19:52.143597,14878,1499566792,143418073,0,"(-12842, -9060, 171, 4627)","(-555, 1643, 733)"
2017/07/09/10:19:52.174102,14879,1499566792,173944950,0,"(-12875, -8985, 136, 4683)","(-568, 1547, 819)"
2017/07/09/10:19:52.180814,14880,1499566792,180689096,0,"(-12884, -8945, 122, 4736)","(-612, 1628, 810)"
2017/07/09/10:19:52.203418,14881,1499566792,203289985,0,"(-12895, -8908, 115, 4777)","(-530, 1795, 820)"
2017/07/09/10:19:52.235562,14882,1499566792,235407114,0,"(-12935, -8828, 95, 4814)","(-593, 1750, 778)"
2017/07/09/10:19:52.256762,14883,1499566792,256556034,0,"(-12988, -8725, 62, 4860)","(-620, 1578, 838)"
2017/07/09/10:19:52.297723,14884,1499566792,296880960,0,"(-13015, -8659, 45, 4906)","(-565, 1431, 924)"
2017/07/09/10:19:52.300794,14885,1499566792,300479888,0,"(-13021, -8630, 46, 4942)","(-566, 1656, 889)"
2017/07/09/10:19:52.302086,14886,1499566792,301817893,0,"(-13033, -8595, 47, 4971)","(-603, 1779, 830)"
2017/07/09/10:19:52.355690,14887,1499566792,355505943,0,"(-13069, -8525, 40, 4997)","(-615, 1642, 880)"
2017/07/09/10:19:52.357288,14888,1499566792,357116937,0,"(-13106, -8455, 34, 5019)","(-617, 1445, 973)"
2017/07/09/10:19:52.368367,14889,1499566792,368266105,0,"(-13124, -8415, 44, 5040)","(-576, 1469, 940)"
2017/07/09/10:19:52.392889,14890,1499566792,392750024,0,"(-13131, -8387, 62, 5068)","(-593, 1725, 938)"
2017/07/09/10:19:52.405879,14891,1499566792,405791997,0,"(-13166, -8318, 75, 5092)","(-547, 1709, 953)"
2017/07/09/10:19:52.420710,14892,1499566792,420624017,0,"(-13205, -8242, 86, 5113)","(-551, 1495, 938)"
2017/07/09/10:19:52.453593,14893,1499566792,453468084,0,"(-13230, -8188, 103, 5135)","(-561, 1474, 959)"
2017/07/09/10:19:52.465940,14894,1499566792,465837955,0,"(-13245, -8145, 134, 5165)","(-607, 1554, 951)"
2017/07/09/10:19:52.482614,14895,1499566792,482523918,0,"(-13262, -8099, 178, 5193)","(-509, 1643, 1047)"
2017/07/09/10:19:52.503573,14896,1499566792,503377914,0,"(-13290, -8042, 212, 5206)","(-568, 1579, 1005)"
2017/07/09/10:19:52.526052,14897,1499566792,525738954,0,"(-13313, -7992, 251, 5224)","(-618, 1520, 994)"
2017/07/09/10:19:52.557479,14898,1499566792,557317972,0,"(-13342, -7929, 300, 5243)","(-532, 1484, 1047)"
2017/07/09/10:19:52.572386,14899,1499566792,571738958,0,"(-13363, -7877, 352, 5263)","(-547, 1495, 1080)"
2017/07/09/10:19:52.586434,14900,1499566792,586102962,0,"(-13381, -7830, 412, 5284)","(-549, 1527, 1045)"
2017/07/09/10:19:52.616690,14901,1499566792,616449117,0,"(-13397, -7786, 477, 5301)","(-499, 1570, 1036)"
2017/07/09/10:19:52.623596,14902,1499566792,623239040,0,"(-13429, -7718, 533, 5317)","(-475, 1512, 1142)"
2017/07/09/10:19:52.646528,14903,1499566792,646210908,0,"(-13462, -7644, 582, 5334)","(-512, 1435, 1177)"
2017/07/09/10:19:52.669856,14904,1499566792,669730901,0,"(-13491, -7579, 634, 5348)","(-488, 1434, 1125)"
2017/07/09/10:19:52.683614,14905,1499566792,683422088,0,"(-13527, -7500, 684, 5363)","(-453, 1545, 1115)"
2017/07/09/10:19:52.706576,14906,1499566792,706291913,0,"(-13575, -7395, 733, 5379)","(-406, 1431, 1168)"
2017/07/09/10:19:52.728332,14907,1499566792,728184938,0,"(-13619, -7301, 786, 5390)","(-356, 1402, 1223)"
2017/07/09/10:19:52.743491,14908,1499566792,743314027,0,"(-13655, -7227, 838, 5390)","(-367, 1462, 1220)"
2017/07/09/10:19:52.766272,14909,1499566792,766051054,0,"(-13692, -7151, 889, 5390)","(-387, 1539, 1208)"
2017/07/09/10:19:52.788391,14910,1499566792,788213968,0,"(-13738, -7052, 944, 5393)","(-309, 1450, 1210)"
2017/07/09/10:19:52.803624,14911,1499566792,803370952,0,"(-13786, -6952, 992, 5393)","(-268, 1364, 1319)"
2017/07/09/10:19:52.835793,14912,1499566792,835592031,0,"(-13815, -6894, 1046, 5382)","(-335, 1361, 1290)"
2017/07/09/10:19:52.848340,14913,1499566792,848241090,0,"(-13840, -6850, 1102, 5363)","(-270, 1535, 1263)"
2017/07/09/10:19:52.864103,14914,1499566792,863867044,0,"(-13878, -6777, 1143, 5349)","(-270, 1547, 1296)"
2017/07/09/10:19:52.894712,14915,1499566792,893987894,0,"(-13929, -6678, 1170, 5336)","(-220, 1354, 1324)"
2017/07/09/10:19:52.908776,14916,1499566792,908488035,0,"(-13972, -6600, 1197, 5314)","(-232, 1303, 1372)"
2017/07/09/10:19:52.947610,14917,1499566792,947356939,0,"(-13999, -6554, 1230, 5291)","(-237, 1373, 1338)"
2017/07/09/10:19:52.948709,14918,1499566792,948645114,0,"(-14014, -6534, 1276, 5267)","(-246, 1526, 1309)"
2017/07/09/10:19:52.969118,14919,1499566792,969002962,0,"(-14040, -6493, 1315, 5239)","(-178, 1544, 1392)"
2017/07/09/10:19:53.008901,14920,1499566793,8718967,0,"(-14076, -6433, 1339, 5209)","(-241, 1400, 1409)"
2017/07/09/10:19:53.012197,14921,1499566793,12078046,0,"(-14105, -6384, 1361, 5186)","(-176, 1385, 1339)"
2017/07/09/10:19:53.028818,14922,1499566793,28465032,0,"(-14131, -6343, 1380, 5161)","(-142, 1409, 1333)"
2017/07/09/10:19:53.043478,14923,1499566793,43296098,0,"(-14152, -6314, 1393, 5136)","(-206, 1418, 1339)"
2017/07/09/10:19:53.065888,14924,1499566793,65771102,0,"(-14167, -6294, 1416, 5113)","(-177, 1462, 1359)"
2017/07/09/10:19:53.088721,14925,1499566793,88399887,0,"(-14192, -6257, 1430, 5084)","(-77, 1455, 1386)"
2017/07/09/10:19:53.105354,14926,1499566793,105206012,0,"(-14222, -6214, 1427, 5054)","(-87, 1358, 1360)"
2017/07/09/10:19:53.125966,14927,1499566793,125844955,0,"(-14248, -6176, 1419, 5030)","(-151, 1331, 1335)"
2017/07/09/10:19:53.148693,14928,1499566793,148407936,0,"(-14263, -6160, 1421, 5004)","(-132, 1308, 1360)"
2017/07/09/10:19:53.172745,14929,1499566793,172581911,0,"(-14275, -6159, 1424, 4972)","(-74, 1394, 1349)"
2017/07/09/10:19:53.186423,14930,1499566793,186166048,0,"(-14297, -6139, 1413, 4937)","(-64, 1425, 1385)"
2017/07/09/10:19:53.209136,14931,1499566793,208889007,0,"(-14330, -6094, 1387, 4901)","(-57, 1263, 1423)"
2017/07/09/10:19:53.224958,14932,1499566793,224850893,0,"(-14356, -6071, 1366, 4861)","(-118, 1258, 1350)"
2017/07/09/10:19:53.246129,14933,1499566793,245929002,0,"(-14381, -6050, 1346, 4819)","(-112, 1342, 1403)"
2017/07/09/10:19:53.277633,14934,1499566793,277317047,0,"(-14410, -6025, 1321, 4771)","(-165, 1227, 1480)"
2017/07/09/10:19:53.284479,14935,1499566793,284387111,0,"(-14430, -6020, 1298, 4723)","(-167, 1327, 1438)"
2017/07/09/10:19:53.306356,14936,1499566793,306107044,0,"(-14445, -6018, 1282, 4682)","(-184, 1434, 1387)"
2017/07/09/10:19:53.337248,14937,1499566793,337027072,0,"(-14466, -6001, 1266, 4644)","(-185, 1429, 1421)"
2017/07/09/10:19:53.343866,14938,1499566793,343621015,0,"(-14486, -5986, 1259, 4603)","(-172, 1313, 1445)"
2017/07/09/10:19:53.365918,14939,1499566793,365775108,0,"(-14502, -5980, 1262, 4558)","(-85, 1329, 1405)"
2017/07/09/10:19:53.388529,14940,1499566793,388314008,0,"(-14519, -5972, 1260, 4517)","(-112, 1371, 1388)"
2017/07/09/10:19:53.405239,14941,1499566793,404933929,0,"(-14534, -5963, 1256, 4480)","(-134, 1376, 1374)"
2017/07/09/10:19:53.426254,14942,1499566793,426109075,0,"(-14544, -5961, 1255, 4450)","(-173, 1407, 1386)"
2017/07/09/10:19:53.448620,14943,1499566793,448498964,0,"(-14559, -5948, 1255, 4420)","(-86, 1381, 1438)"
2017/07/09/10:19:53.463997,14944,1499566793,463721036,0,"(-14574, -5935, 1255, 4386)","(-99, 1279, 1436)"
2017/07/09/10:19:53.501821,14945,1499566793,501681089,0,"(-14581, -5941, 1256, 4355)","(-136, 1372, 1397)"
2017/07/09/10:19:53.508968,14946,1499566793,508713006,0,"(-14588, -5945, 1259, 4326)","(-131, 1471, 1435)"
2017/07/09/10:19:53.524210,14947,1499566793,523976087,0,"(-14599, -5935, 1255, 4302)","(-164, 1375, 1420)"
2017/07/09/10:19:53.554307,14948,1499566793,554063081,0,"(-14609, -5924, 1247, 4287)","(-136, 1317, 1464)"
2017/07/09/10:19:53.568954,14949,1499566793,568725109,0,"(-14616, -5916, 1244, 4275)","(-149, 1342, 1489)"
2017/07/09/10:19:53.583323,14950,1499566793,583194017,0,"(-14621, -5912, 1245, 4264)","(-145, 1388, 1426)"
2017/07/09/10:19:53.614806,14951,1499566793,614729881,0,"(-14627, -5904, 1249, 4251)","(-110, 1363, 1394)"
