time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2017/07/09/10:14:43.383741,486805,1499566486,189745104,,0.781370412107,0.398597736321,0.166231088699,0.623403821183,0.779323233068,0.0559249004989,0.0299228949028,0.0110556103906,-0.00657121919905,-0.00400992261254,-0.000531489471972,-0.0150142409878,-0.00591016161567,5.79353427887,1.95335292816,-0.913301885128,-0.89202940464,2.20629072189,-0.0875032916665
2017/07/09/10:14:43.393955,486806,1499566486,199742216,,0.781319133721,0.398488202998,0.16562501857,0.623655148995,0.77912865199,0.0559217589033,0.0297582872562,0.00234762351117,-0.0264543609757,-0.0238144449756,-0.00838279281311,0.0159494153082,-0.0322287822459,5.49174594879,1.88929200172,-0.698262035847,-0.885608196259,2.14010500908,-0.102008268237
2017/07/09/10:14:43.403663,486807,1499566486,209747566,,0.780949543075,0.3987979272,0.165527636085,0.623353069048,0.77939445968,0.0556974176942,0.0295469996721,0.00287288573541,-0.0201750781528,-0.0212998162752,-0.00105834321835,0.00865101657457,-0.0465401686446,5.79750204086,2.06627821922,-0.655843615532,-0.989794850349,2.29823374748,-0.125722035766
2017/07/09/10:14:43.413931,486808,1499566486,219750892,,0.781410642462,0.398059194514,0.165509583841,0.623855691786,0.778986445807,0.0555111296212,0.0300450921606,0.00499383553097,-0.000632671129689,-0.0148255879278,-0.0037607054402,-0.00275470710012,-0.000623200209121,5.83396816254,2.19620299339,-0.435237616301,-0.938103854656,2.39053702354,-0.0751234963536
2017/07/09/10:14:43.423712,486809,1499566486,229745857,,0.780950190976,0.398029870772,0.164959183243,0.62367365049,0.779175977637,0.0550952176856,0.0296730609376,-0.00283151123221,-0.00207346919544,-0.0256354137173,-0.0293184198197,0.0160931396889,0.0177086571792,6.22424650192,2.11662364006,-0.604474961758,-0.877733170986,2.55661845207,-0.0622069239616
2017/07/09/10:14:43.434229,486810,1499566486,239745811,,0.781186605604,0.398254676361,0.16531888997,0.623391662579,0.779382062348,0.0552193212612,0.0299543398417,0.0177390886904,-0.0332326882376,-0.0154001499934,-0.0256635776035,-0.0067815102795,-0.0294011604076,6.0646982193,2.1604013443,-0.674558222294,-0.855967462063,2.48948955536,-0.0614591650665
2017/07/09/10:14:43.443734,486811,1499566486,249742393,,0.781179560572,0.397588226636,0.165337421494,0.623644819271,0.779186868795,0.0550849262707,0.0300102281121,0.00225011397185,-0.0468492661047,-0.0138312076754,-0.0349663779968,0.0288526413395,-0.0520287301716,5.54553556442,2.15875148773,-0.837393462658,-0.814767301083,2.22377085686,-0.0471035055816
2017/07/09/10:14:43.453781,486812,1499566486,259743804,,0.781709543536,0.396511607494,0.164962459817,0.624318275864,0.778638089399,0.0550401817409,0.0303314119873,0.00278005975947,-0.030674895866,-0.0132400434674,0.00124817811098,0.0267062208168,-0.0521605339518,4.84637308121,1.86793649197,-0.683185875416,-0.633013010025,1.96402299404,-0.0340766049922
2017/07/09/10:14:43.464473,486813,1499566486,269764772,,0.781596968082,0.396382973319,0.16462443524,0.624525567061,0.778480234069,0.0551215069779,0.0299659927138,-0.011872238682,-0.0380434147939,-0.0293167223869,-0.00513539968655,0.0579930774284,-0.0678193259671,4.96415710449,1.97949767113,-0.468406796455,-0.728178441525,2.0199201107,-0.00688479468226
2017/07/09/10:14:43.473742,486814,1499566486,279750408,,0.781322876354,0.396165860474,0.164490427356,0.62464235613,0.778414186763,0.0548054691909,0.0298268556984,-0.000942508937603,-0.0393815486549,-0.030518857519,0.0045460980394,0.0317525301263,-0.0784294997511,5.04229593277,2.04055213928,-0.297640264034,-0.746164381504,2.09794449806,-0.0198588147759
2017/07/09/10:14:43.483719,486815,1499566486,289746988,,0.781202393079,0.395180648837,0.16404471632,0.625433915851,0.777827595322,0.0543238500159,0.0294205400814,-0.00955151886201,-0.051515337213,-0.0343824735865,-0.00671564399517,0.0623719665174,-0.116304086248,5.50638055801,2.11023950577,-0.267090529203,-0.812194287777,2.2659573555,-0.0349670611322
2017/07/09/10:14:43.494026,486816,1499566486,299748268,,0.781101553722,0.396160539634,0.163497768875,0.625226940018,0.777990731212,0.0545917128883,0.0290075939843,-0.00976867660015,-0.0291989645438,-0.0360417997695,0.000416851799776,0.0633538032816,-0.092213238443,5.20436525345,2.18165421486,-0.275435715914,-0.812046647072,2.13787055016,-0.0333838872612
2017/07/09/10:14:43.503937,486817,1499566486,309742905,,0.781380659483,0.394811239932,0.163619186761,0.626452225934,0.777017741465,0.0544015585809,0.0290087658145,-0.00532538848857,-0.0318749635486,-0.0321976643097,-0.00410239521898,0.0524255381237,-0.0894857378664,4.99032688141,1.86908769608,-0.200268402696,-0.723451137543,2.03766727448,-0.0441708266735
2017/07/09/10:14:43.513954,486818,1499566486,319750854,,0.781045602751,0.394465165332,0.162765381702,0.627063946074,0.776574408464,0.0537811783784,0.028819793633,0.00544877817002,-0.034052317748,-0.0190121069279,0.00644300903092,0.0216449248257,-0.154155275972,5.34480857849,2.04406523705,-0.0664639249444,-0.794948577881,2.1882686615,-0.0242396276444
2017/07/09/10:14:43.523957,486819,1499566486,329755367,,0.780899199778,0.393361066079,0.162422091825,0.627790844741,0.776022083962,0.0531953068531,0.0289592781699,-0.000271413900021,-0.0369750756978,-0.0225783068374,-0.0013276234687,0.0314633761419,-0.186917112972,4.54148435593,1.88525164127,0.243131309748,-0.778192162514,1.8961070776,-0.0509073622525
2017/07/09/10:14:43.533851,486820,1499566486,339765289,,0.780996091492,0.39293991863,0.162520902464,0.627985285866,0.775867563746,0.0531819244579,0.0289082544151,-0.0074550307431,-0.0657512871742,-0.0317389978853,-0.0309511113837,0.0586054900338,-0.137987401981,5.46428108215,1.98785090446,0.270491808653,-0.788207054138,2.27493810654,0.0394160188735
2017/07/09/10:14:43.543785,486821,1499566486,349743985,,0.781363450766,0.392188607559,0.16264802592,0.62829265682,0.775592112752,0.0532571969145,0.0294768214025,-0.00249274426194,-0.0693302029776,-0.0385637744423,-0.0113829515999,0.0559962995421,-0.110258116708,5.03652334213,2.1450252533,0.0688517168164,-0.788851559162,2.08932614326,-0.0215103551745
2017/07/09/10:14:43.554004,486822,1499566486,359775877,,0.781473449383,0.392069089118,0.162557895871,0.62837208703,0.775525542678,0.0533847151376,0.0293040114068,0.00374337040979,-0.0685082695977,-0.0240115189132,-0.0284864506694,0.0238581021233,-0.0671455822549,4.63033390045,1.99917864799,0.447734475136,-0.775587499142,1.9674539566,-0.0257204063237
2017/07/09/10:14:43.563987,486823,1499566486,369749297,,0.781258656833,0.391366820569,0.162016541777,0.629160787162,0.77493008274,0.053011077156,0.0288079235736,0.0118266918125,-0.0663298307586,-0.00807561645933,-0.0320541730575,-0.00248661637256,-0.0743695634348,4.74569034576,1.90727710724,0.557023286819,-0.731166183949,2.0036687851,-0.00810754857957
2017/07/09/10:14:43.573858,486824,1499566486,379764755,,0.781472068807,0.389832239628,0.162055274879,0.629444240851,0.774725651898,0.0523379512194,0.0293402592626,0.0121160923077,-0.108457169526,-0.0126919596299,-0.0580912877146,0.0199354681907,-0.137008356344,4.4911866188,1.79899561405,0.490152001381,-0.669101119041,1.88760316372,-0.00690210796893
2017/07/09/10:14:43.583750,486825,1499566486,389745003,,0.781332634713,0.389906479151,0.161752232043,0.629598722111,0.774600733814,0.052466524913,0.0290932303966,0.014461177464,-0.0885216975653,-0.0105153767727,-0.0291960780393,0.0157503043792,-0.14064003947,4.99408102036,1.90121042728,0.437433749437,-0.758479833603,2.0382900238,-0.0193614624441
2017/07/09/10:14:43.593906,486826,1499566486,399758126,,0.782535021811,0.387923052978,0.16209783964,0.630573369977,0.77374840755,0.0528328056007,0.0299886902403,0.00636075692059,-0.0840878173592,-0.0113028256954,-0.0263682728828,0.0265215355789,-0.121542911763,4.4552397728,1.798812747,0.473697006702,-0.701688289642,1.82968425751,-0.0250401012599
