time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/05/27/11:49:55.424407,126323,1495856995,424173116,0,34,66,72,46,33,72,164,128
2017/05/27/11:49:55.445454,126324,1495856995,445240974,0,39,73,83,72,43,70,139,113
2017/05/27/11:49:55.460349,126325,1495856995,460170984,0,41,99,87,79,48,44,97,61
2017/05/27/11:49:55.484508,126326,1495856995,484191894,0,64,121,86,78,49,53,122,79
2017/05/27/11:49:55.505515,126327,1495856995,505215883,0,72,144,79,83,51,50,120,78
2017/05/27/11:49:55.536102,126328,1495856995,535902976,0,120,182,130,160,82,57,124,78
2017/05/27/11:49:55.542837,126329,1495856995,542681932,0,173,196,188,189,100,65,121,84
2017/05/27/11:49:55.565636,126330,1495856995,565280914,0,186,208,189,190,102,63,113,82
2017/05/27/11:49:55.587935,126331,1495856995,587699890,0,199,207,210,209,129,65,105,95
2017/05/27/11:49:55.603200,126332,1495856995,602752923,0,210,306,255,231,137,68,106,94
2017/05/27/11:49:55.625501,126333,1495856995,625323057,0,209,310,312,249,136,67,101,91
2017/05/27/11:49:55.641849,126334,1495856995,641658067,0,262,355,299,263,133,66,104,87
2017/05/27/11:49:55.663001,126335,1495856995,662761926,0,313,374,322,286,142,74,104,90
2017/05/27/11:49:55.701783,126336,1495856995,701577901,0,440,598,384,306,129,75,73,78
2017/05/27/11:49:55.703280,126337,1495856995,703139066,0,445,613,374,306,139,78,68,78
2017/05/27/11:49:55.722886,126338,1495856995,722704887,0,446,627,340,271,139,82,65,76
2017/05/27/11:49:55.761817,126339,1495856995,761620998,0,434,725,386,248,131,79,54,79
2017/05/27/11:49:55.763269,126340,1495856995,763124942,0,439,733,396,252,130,73,50,78
2017/05/27/11:49:55.782806,126341,1495856995,782656908,0,446,743,373,229,125,71,52,77
2017/05/27/11:49:55.814055,126342,1495856995,813858985,0,464,789,398,218,114,76,50,80
2017/05/27/11:49:55.827889,126343,1495856995,827667951,0,472,811,386,219,107,79,52,82
2017/05/27/11:49:55.843059,126344,1495856995,842760086,0,518,746,523,388,168,92,58,88
2017/05/27/11:49:55.865509,126345,1495856995,865283966,0,543,758,537,417,192,98,59,93
2017/05/27/11:49:55.887841,126346,1495856995,887665987,0,485,655,540,429,195,93,52,86
2017/05/27/11:49:55.902879,126347,1495856995,902689933,0,480,550,530,443,202,93,55,85
2017/05/27/11:49:55.926834,126348,1495856995,926623106,0,517,602,641,529,226,95,61,93
2017/05/27/11:49:55.947907,126349,1495856995,947705030,0,458,569,505,425,192,90,56,85
2017/05/27/11:49:55.962864,126350,1495856995,962663888,0,407,552,481,380,169,83,56,80
2017/05/27/11:49:55.985294,126351,1495856995,985141038,0,372,509,462,373,171,84,56,71
2017/05/27/11:49:56.007818,126352,1495856996,7684946,0,383,521,451,353,162,77,52,71
2017/05/27/11:49:56.023030,126353,1495856996,22861003,0,346,428,363,265,150,86,45,66
2017/05/27/11:49:56.045819,126354,1495856996,45656919,0,347,444,402,276,144,87,44,71
2017/05/27/11:49:56.067793,126355,1495856996,67670106,0,330,449,393,273,136,90,45,68
2017/05/27/11:49:56.091757,126356,1495856996,91615915,0,313,400,384,275,137,91,49,66
2017/05/27/11:49:56.105344,126357,1495856996,105142116,0,416,427,451,351,171,103,60,81
2017/05/27/11:49:56.127965,126358,1495856996,127763032,0,396,423,413,339,159,92,63,79
2017/05/27/11:49:56.142813,126359,1495856996,142673015,0,399,408,390,330,168,103,64,76
2017/05/27/11:49:56.165324,126360,1495856996,165170907,0,421,389,402,344,181,110,66,80
2017/05/27/11:49:56.196494,126361,1495856996,196285963,0,417,394,472,369,191,113,69,84
2017/05/27/11:49:56.204319,126362,1495856996,204144954,0,300,388,439,335,186,110,64,71
2017/05/27/11:49:56.225311,126363,1495856996,225183963,0,322,364,440,324,191,109,59,70
2017/05/27/11:49:56.256518,126364,1495856996,256350994,0,312,324,416,310,184,96,62,68
2017/05/27/11:49:56.263000,126365,1495856996,262710094,0,384,345,410,300,170,90,61,68
2017/05/27/11:49:56.285271,126366,1495856996,285132884,0,397,375,378,289,175,90,62,68
2017/05/27/11:49:56.318264,126367,1495856996,317615032,0,390,406,370,261,155,85,60,73
2017/05/27/11:49:56.323015,126368,1495856996,322714090,0,367,405,328,227,135,81,59,69
2017/05/27/11:49:56.345560,126369,1495856996,345264911,0,365,417,346,256,136,76,53,66
2017/05/27/11:49:56.369282,126370,1495856996,369147062,0,292,404,368,274,138,72,49,64
2017/05/27/11:49:56.382838,126371,1495856996,382683992,0,287,396,307,233,106,67,45,62
2017/05/27/11:49:56.405297,126372,1495856996,405163049,0,319,305,273,222,100,72,45,60
2017/05/27/11:49:56.427912,126373,1495856996,427714109,0,322,323,300,238,109,72,46,64
2017/05/27/11:49:56.442887,126374,1495856996,442679882,0,302,364,308,212,110,80,47,65
2017/05/27/11:49:56.481037,126375,1495856996,480865955,0,283,367,394,234,126,81,48,63
2017/05/27/11:49:56.487768,126376,1495856996,487643957,0,273,400,398,232,132,93,50,59
2017/05/27/11:49:56.502965,126377,1495856996,502731084,0,211,421,419,246,131,86,47,52
2017/05/27/11:49:56.535230,126378,1495856996,534826040,0,239,475,444,265,127,89,54,57
2017/05/27/11:49:56.548117,126379,1495856996,547727108,0,256,441,445,281,133,88,57,61
2017/05/27/11:49:56.570402,126380,1495856996,570167064,0,228,450,390,266,134,99,60,63
2017/05/27/11:49:56.586984,126381,1495856996,586707115,0,218,406,435,306,139,94,62,72
2017/05/27/11:49:56.607975,126382,1495856996,607798099,0,234,426,410,288,132,96,65,74
2017/05/27/11:49:56.624593,126383,1495856996,624221086,0,192,381,370,253,131,97,60,70
2017/05/27/11:49:56.645385,126384,1495856996,645210027,0,181,374,358,247,130,91,55,64
2017/05/27/11:49:56.667884,126385,1495856996,667676925,0,180,394,364,239,124,84,55,65
2017/05/27/11:49:56.682825,126386,1495856996,682687997,0,172,403,317,193,122,86,46,57
2017/05/27/11:49:56.706870,126387,1495856996,706657886,0,151,375,344,210,129,82,47,54
2017/05/27/11:49:56.736316,126388,1495856996,735891103,0,151,413,391,234,127,77,49,50
2017/05/27/11:49:56.758582,126389,1495856996,758388996,0,134,423,415,246,130,83,51,49
