time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/05/27/11:53:39.214007,137483,1495857219,213638067,0,461,508,491,270,166,109,114,117
2017/05/27/11:53:39.230439,137484,1495857219,230127096,0,441,549,470,254,154,100,103,112
2017/05/27/11:53:39.251346,137485,1495857219,251161098,0,415,547,428,233,139,87,88,103
2017/05/27/11:53:39.273840,137486,1495857219,273628950,0,271,531,379,201,127,82,72,67
2017/05/27/11:53:39.293294,137487,1495857219,293103933,0,378,583,345,267,141,83,73,76
2017/05/27/11:53:39.311339,137488,1495857219,311145067,0,433,545,341,272,137,75,72,79
2017/05/27/11:53:39.333868,137489,1495857219,333647012,0,471,510,326,263,146,72,105,90
2017/05/27/11:53:39.356287,137490,1495857219,356116056,0,455,543,335,284,169,76,100,84
2017/05/27/11:53:39.371560,137491,1495857219,371160984,0,487,596,374,330,199,91,101,83
2017/05/27/11:53:39.393825,137492,1495857219,393626928,0,427,533,305,277,180,83,101,78
2017/05/27/11:53:39.416557,137493,1495857219,416168928,0,389,533,292,273,186,82,103,79
2017/05/27/11:53:39.431360,137494,1495857219,431139945,0,413,501,293,275,172,81,76,77
2017/05/27/11:53:39.453770,137495,1495857219,453584909,0,488,470,381,325,168,75,71,83
2017/05/27/11:53:39.476675,137496,1495857219,476233959,0,498,459,407,323,161,89,73,92
2017/05/27/11:53:39.491419,137497,1495857219,491136074,0,480,442,410,315,173,107,73,90
2017/05/27/11:53:39.514141,137498,1495857219,513683080,0,466,454,443,333,176,113,70,89
2017/05/27/11:53:39.536307,137499,1495857219,536139965,0,425,570,472,340,191,121,67,85
2017/05/27/11:53:39.551353,137500,1495857219,551156997,0,368,613,502,330,193,130,71,82
2017/05/27/11:53:39.573945,137501,1495857219,573657989,0,319,553,454,292,175,118,67,69
2017/05/27/11:53:39.596284,137502,1495857219,596155881,0,327,562,435,286,166,106,62,72
2017/05/27/11:53:39.611424,137503,1495857219,611149072,0,341,559,420,278,159,107,66,71
2017/05/27/11:53:39.633744,137504,1495857219,633591890,0,403,535,403,286,150,100,69,72
2017/05/27/11:53:39.656760,137505,1495857219,656280994,0,386,471,279,233,133,87,65,69
2017/05/27/11:53:39.671567,137506,1495857219,671175956,0,366,479,331,260,133,89,64,71
2017/05/27/11:53:39.693812,137507,1495857219,693603992,0,403,534,376,288,142,90,63,70
2017/05/27/11:53:39.716305,137508,1495857219,716118097,0,403,513,360,282,141,84,59,67
2017/05/27/11:53:39.731499,137509,1495857219,731276988,0,342,472,386,271,133,88,51,65
2017/05/27/11:53:39.753884,137510,1495857219,753648996,0,384,503,410,290,142,86,53,70
2017/05/27/11:53:39.776598,137511,1495857219,776206016,0,393,489,402,265,136,77,54,69
2017/05/27/11:53:39.791346,137512,1495857219,791136026,0,373,449,384,238,119,75,56,73
2017/05/27/11:53:39.813839,137513,1495857219,813652992,0,385,448,382,227,115,87,56,74
2017/05/27/11:53:39.836689,137514,1495857219,836236953,0,412,485,407,234,121,84,55,81
2017/05/27/11:53:39.851393,137515,1495857219,851159095,0,451,475,391,207,110,85,72,88
2017/05/27/11:53:39.874174,137516,1495857219,873835086,0,448,471,373,214,115,88,71,86
2017/05/27/11:53:39.896355,137517,1495857219,896162033,0,432,467,381,233,146,96,71,84
2017/05/27/11:53:39.912708,137518,1495857219,912547111,0,407,481,423,270,157,87,69,81
2017/05/27/11:53:39.933845,137519,1495857219,933631896,0,381,409,355,251,164,91,71,73
2017/05/27/11:53:39.961216,137520,1495857219,961014032,0,319,415,404,295,185,104,66,69
2017/05/27/11:53:39.973021,137521,1495857219,972680091,0,318,515,425,314,204,105,65,71
2017/05/27/11:53:39.993911,137522,1495857219,993740081,0,315,488,429,308,186,99,61,64
2017/05/27/11:53:40.017962,137523,1495857220,17607927,0,318,492,394,282,190,99,69,77
2017/05/27/11:53:40.032800,137524,1495857220,32593011,0,287,496,501,349,196,96,77,81
2017/05/27/11:53:40.053838,137525,1495857220,53636074,0,272,488,466,322,187,92,74,82
2017/05/27/11:53:40.076319,137526,1495857220,76113939,0,257,397,441,298,163,88,76,83
2017/05/27/11:53:40.092753,137527,1495857220,92581033,0,265,453,454,304,162,88,79,85
2017/05/27/11:53:40.114784,137528,1495857220,113706111,0,275,438,452,300,157,93,75,77
2017/05/27/11:53:40.136386,137529,1495857220,136177062,0,289,418,343,233,139,95,65,70
2017/05/27/11:53:40.152826,137530,1495857220,152581930,0,251,406,358,216,127,91,57,62
2017/05/27/11:53:40.173865,137531,1495857220,173643112,0,255,416,388,237,129,89,54,57
2017/05/27/11:53:40.196521,137532,1495857220,196249008,0,226,350,376,245,128,85,53,55
2017/05/27/11:53:40.212849,137533,1495857220,212631940,0,196,384,378,234,117,74,46,52
2017/05/27/11:53:40.233974,137534,1495857220,233690977,0,168,369,375,226,111,90,46,54
2017/05/27/11:53:40.256496,137535,1495857220,256195068,0,152,376,403,247,126,92,45,51
2017/05/27/11:53:40.287273,137536,1495857220,286983966,0,126,374,357,228,119,88,42,51
2017/05/27/11:53:40.293839,137537,1495857220,293648004,0,122,365,335,200,118,89,36,49
2017/05/27/11:53:40.316464,137538,1495857220,316293001,0,117,374,354,221,124,92,41,49
2017/05/27/11:53:40.339043,137539,1495857220,338726997,0,111,396,398,259,141,97,45,49
2017/05/27/11:53:40.353890,137540,1495857220,353655099,0,112,392,370,264,136,97,47,57
2017/05/27/11:53:40.376328,137541,1495857220,376147031,0,118,393,382,271,141,99,48,55
2017/05/27/11:53:40.398869,137542,1495857220,398677110,0,108,427,383,277,139,96,46,55
2017/05/27/11:53:40.413842,137543,1495857220,413644075,0,96,384,351,269,136,103,47,57
2017/05/27/11:53:40.436336,137544,1495857220,436134099,0,87,383,322,241,130,84,50,55
2017/05/27/11:53:40.458787,137545,1495857220,458642005,0,90,436,379,266,140,79,52,48
2017/05/27/11:53:40.473915,137546,1495857220,473658084,0,82,434,399,260,138,78,51,46
2017/05/27/11:53:40.496275,137547,1495857220,496093034,0,82,423,400,253,150,98,57,49
2017/05/27/11:53:40.518996,137548,1495857220,518734931,0,80,461,434,276,163,107,56,51
2017/05/27/11:53:40.533808,137549,1495857220,533597946,0,80,456,428,282,162,107,53,50
2017/05/27/11:53:40.556638,137550,1495857220,556246042,0,78,409,364,234,141,102,48,50
2017/05/27/11:53:40.578774,137551,1495857220,578597068,0,77,401,332,232,146,110,55,55
2017/05/27/11:53:40.593959,137552,1495857220,593712091,0,77,403,380,259,139,100,51,55
2017/05/27/11:53:40.616347,137553,1495857220,616136074,0,75,412,356,241,133,92,53,52
2017/05/27/11:53:40.638777,137554,1495857220,638590097,0,84,446,351,234,136,91,50,51
2017/05/27/11:53:40.654058,137555,1495857220,653707027,0,96,509,380,250,146,99,51,51
2017/05/27/11:53:40.676301,137556,1495857220,676142930,0,98,526,412,256,148,99,45,46
2017/05/27/11:53:40.700379,137557,1495857220,700133085,0,98,534,358,219,146,93,46,45
2017/05/27/11:53:40.721297,137558,1495857220,721141099,0,114,546,400,224,152,86,49,53
2017/05/27/11:53:40.743761,137559,1495857220,743619918,0,109,531,421,212,144,87,50,54
2017/05/27/11:53:40.758848,137560,1495857220,758644104,0,91,448,365,177,141,95,51,52
2017/05/27/11:53:40.774116,137561,1495857220,773767948,0,87,427,311,151,136,90,51,50
2017/05/27/11:53:40.803824,137562,1495857220,803612947,0,82,389,303,158,133,98,49,47
2017/05/27/11:53:40.819041,137563,1495857220,818824052,0,105,452,449,319,167,102,56,57
2017/05/27/11:53:40.833845,137564,1495857220,833667993,0,106,435,418,324,171,103,53,58
2017/05/27/11:53:40.856327,137565,1495857220,856134891,0,105,420,425,333,164,92,52,57
2017/05/27/11:53:40.880311,137566,1495857220,880076885,0,110,420,442,342,160,89,52,61
2017/05/27/11:53:40.893969,137567,1495857220,893660068,0,111,443,479,357,161,79,52,62
2017/05/27/11:53:40.917938,137568,1495857220,917613029,0,68,353,289,206,101,70,38,47
2017/05/27/11:53:40.940223,137569,1495857220,940038919,0,71,351,331,206,84,64,36,43
2017/05/27/11:53:40.953838,137570,1495857220,953643083,0,86,441,391,221,100,66,36,46
2017/05/27/11:53:40.976327,137571,1495857220,976154088,0,86,435,383,232,116,64,44,47
2017/05/27/11:53:40.998955,137572,1495857220,998631000,0,90,461,350,204,110,70,44,47
2017/05/27/11:53:41.014112,137573,1495857221,13701915,0,97,491,368,206,119,75,46,49
2017/05/27/11:53:41.036259,137574,1495857221,36077976,0,97,525,365,246,136,80,50,53
2017/05/27/11:53:41.058902,137575,1495857221,58691978,0,105,481,303,221,123,75,51,53
2017/05/27/11:53:41.073894,137576,1495857221,73664903,0,101,470,306,215,111,73,47,57
2017/05/27/11:53:41.096337,137577,1495857221,96138000,0,98,434,314,225,120,70,50,60
2017/05/27/11:53:41.118989,137578,1495857221,118654966,0,99,412,333,247,133,71,52,59
2017/05/27/11:53:41.133902,137579,1495857221,133680105,0,97,398,328,218,124,63,50,56
2017/05/27/11:53:41.156390,137580,1495857221,156182050,0,91,521,432,244,129,63,50,62
2017/05/27/11:53:41.179033,137581,1495857221,178730964,0,93,582,455,269,146,77,50,59
2017/05/27/11:53:41.201300,137582,1495857221,201129913,0,90,571,444,267,152,95,50,56
2017/05/27/11:53:41.216373,137583,1495857221,216126918,0,89,554,438,262,150,104,46,58
2017/05/27/11:53:41.238862,137584,1495857221,238663911,0,90,554,448,252,151,104,47,61
2017/05/27/11:53:41.261412,137585,1495857221,261142015,0,77,483,373,251,159,101,43,53
2017/05/27/11:53:41.276367,137586,1495857221,276159048,0,73,427,352,232,152,96,42,52
2017/05/27/11:53:41.298773,137587,1495857221,298619031,0,75,466,362,230,147,86,41,50
2017/05/27/11:53:41.325568,137588,1495857221,325439929,0,66,434,352,229,139,70,40,45
2017/05/27/11:53:41.345295,137589,1495857221,345118045,0,65,425,320,238,147,70,42,39
