time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2017/07/09/09:38:54.199399,271886,1499564336,999433636,,0.796433632687,0.538351830927,0.242730202276,0.609330213246,0.78371507848,0.0715631482923,0.0968817980564,0.0994057690733,-0.336342822301,-0.00821800164228,-0.0541231028359,0.0330521561071,-0.417433765146,2.24572300911,1.50195252895,-0.998946368694,-0.461234748363,0.674025118351,-0.25139695406
2017/07/09/09:38:54.209159,271887,1499564337,9439289,,0.797499012976,0.534250323955,0.24236824911,0.611716806742,0.781927866729,0.0708310942809,0.0968210496954,0.0916993949364,-0.318969772607,-0.0242521804209,-0.0529295076647,0.0457007213646,-0.401638596429,2.69517421722,1.6959502697,-0.951977550983,-0.485146135092,0.878236293793,-0.248937010765
2017/07/09/09:38:54.219472,271888,1499564337,19433045,,0.797932908755,0.532261887344,0.242081102617,0.612320882108,0.781499369619,0.0703928854637,0.0967817870073,0.100149024039,-0.341272315953,-0.0320703467729,-0.0340607684482,0.0580837609416,-0.45870196559,2.89992117882,1.71245574951,-0.97051858902,-0.506349802017,0.945465743542,-0.237683951855
2017/07/09/09:38:54.229655,271889,1499564337,29429834,,0.799079068999,0.528189355992,0.24168311801,0.614452023562,0.779874260754,0.0696752280511,0.0969030997984,0.106835883795,-0.344998016523,-0.0150666558272,-0.0394644922042,0.022936515091,-0.4389709572,2.58669519424,1.6143206358,-0.937957644463,-0.486063450575,0.819026052952,-0.250089436769
2017/07/09/09:38:54.239326,271890,1499564337,39427624,,0.800165462362,0.525230527445,0.241584959449,0.615461833378,0.779066922179,0.0694287801922,0.0971653585519,0.079614239741,-0.305034841147,-0.017522926554,0.000274252210163,0.0570761098802,-0.408097649183,3.13299679756,1.73734843731,-0.913879334927,-0.485673427582,1.04952979088,-0.216815114021
2017/07/09/09:38:54.249058,271891,1499564337,49426034,,0.800751612251,0.522163746074,0.24175039815,0.617875324891,0.77720209054,0.0690336968292,0.0970635979841,0.0975224268944,-0.333865737906,-0.023150939294,-0.0103819430987,0.0497079298729,-0.443469152967,3.11078262329,1.62561380863,-1.02602612972,-0.457987070084,0.98080509901,-0.243430405855
2017/07/09/09:38:54.259311,271892,1499564337,59429955,,0.802429960869,0.518147383158,0.241644352005,0.619407070897,0.775944137432,0.0686931010341,0.0976055017776,0.0991284705593,-0.335201731408,-0.0165403288208,-0.0242463364021,0.0324934095825,-0.440683978854,3.37749814987,1.6345192194,-0.992623806,-0.463955163956,1.11362600327,-0.243708282709
2017/07/09/09:38:54.269315,271893,1499564337,69431706,,0.803111220829,0.515834254778,0.242206097595,0.620647938451,0.774921839311,0.0688677186652,0.0977216290291,0.0962724404103,-0.337772994618,-0.0200954394456,-0.0214380679999,0.0428751528975,-0.439187732485,3.08336782455,1.34809875488,-1.04161810875,-0.304956942797,1.02518379688,-0.171698331833
2017/07/09/09:38:54.279387,271894,1499564337,79436832,,0.803924357743,0.512035185017,0.241185315351,0.62271936499,0.773386458308,0.0677923262595,0.0974586018413,0.0987971383693,-0.332517696114,-0.011312289154,-0.00374673703472,0.0276925298793,-0.443885844131,2.80563592911,1.62605118752,-1.10093104839,-0.463814735413,0.869161009789,-0.256069511175
2017/07/09/09:38:54.289191,271895,1499564337,89426723,,0.804981504134,0.508095868875,0.241249840909,0.624969162373,0.771605090844,0.0674399570806,0.0974216713829,0.104279533507,-0.348905622944,-0.00405524620017,-0.00736867693137,0.0161510554297,-0.471964269902,2.50524663925,1.48407709599,-1.41556119919,-0.443958580494,0.707024157047,-0.234426826239
