time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat,.acc
2017/07/09/09:36:58.744518,4230,1499564218,744421005,0,"(-6081, -4026, 8985, 11598)","(55, 1945, 591)"
2017/07/09/09:36:58.767150,4231,1499564218,767015933,0,"(-6074, -4103, 8951, 11601)","(67, 2022, 596)"
2017/07/09/09:36:58.790425,4232,1499564218,790220975,0,"(-6069, -4177, 8898, 11618)","(40, 1983, 579)"
2017/07/09/09:36:58.804889,4233,1499564218,804687023,0,"(-6060, -4259, 8842, 11635)","(-11, 1929, 570)"
2017/07/09/09:36:58.827363,4234,1499564218,827177047,0,"(-6053, -4348, 8788, 11647)","(-35, 1944, 579)"
2017/07/09/09:36:58.850689,4235,1499564218,850502967,0,"(-6049, -4436, 8735, 11656)","(-26, 1921, 592)"
2017/07/09/09:36:58.866018,4236,1499564218,865745067,0,"(-6041, -4529, 8681, 11665)","(-80, 1903, 571)"
2017/07/09/09:36:58.887540,4237,1499564218,887238979,0,"(-6024, -4629, 8640, 11664)","(-97, 1923, 558)"
2017/07/09/09:36:58.910674,4238,1499564218,910418033,0,"(-6010, -4726, 8595, 11666)","(-114, 1939, 587)"
2017/07/09/09:36:58.932773,4239,1499564218,932599067,0,"(-6002, -4815, 8542, 11673)","(-132, 1918, 582)"
2017/07/09/09:36:58.947442,4240,1499564218,947159051,0,"(-5991, -4909, 8491, 11676)","(-130, 1871, 567)"
2017/07/09/09:36:58.970721,4241,1499564218,970494985,0,"(-5982, -5006, 8440, 11676)","(-192, 1881, 580)"
2017/07/09/09:36:58.993139,4242,1499564218,992923974,0,"(-5964, -5105, 8400, 11672)","(-208, 1957, 532)"
2017/07/09/09:36:59.015288,4243,1499564219,15125036,0,"(-5950, -5197, 8358, 11669)","(-222, 1933, 555)"
2017/07/09/09:36:59.030310,4244,1499564219,30165910,0,"(-5942, -5277, 8305, 11675)","(-203, 1884, 596)"
2017/07/09/09:36:59.053436,4245,1499564219,53106069,0,"(-5933, -5363, 8254, 11676)","(-236, 1854, 565)"
2017/07/09/09:36:59.067817,4246,1499564219,67451953,0,"(-5917, -5453, 8214, 11670)","(-285, 1875, 543)"
