time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/09/09:37:16.677509,82307,1499564236,677201032,0,161,72,46,42,29,151,111,122
2017/07/09/09:37:16.699669,82308,1499564236,699527978,0,189,70,47,40,28,155,113,118
2017/07/09/09:37:16.715080,82309,1499564236,714859008,0,280,76,50,45,35,188,116,123
2017/07/09/09:37:16.737442,82310,1499564236,737251996,0,282,82,55,46,34,185,112,108
2017/07/09/09:37:16.759641,82311,1499564236,759453058,0,285,81,56,45,33,168,98,102
2017/07/09/09:37:16.783105,82312,1499564236,782603025,0,288,85,58,45,32,140,98,85
2017/07/09/09:37:16.797684,82313,1499564236,797380924,0,312,91,61,48,38,215,116,104
2017/07/09/09:37:16.827753,82314,1499564236,827627897,0,281,96,60,43,34,203,121,100
2017/07/09/09:37:16.842489,82315,1499564236,842317104,0,297,114,60,43,38,211,115,97
2017/07/09/09:37:16.857423,82316,1499564236,857031106,0,297,118,58,41,38,215,123,99
2017/07/09/09:37:16.881382,82317,1499564236,881232023,0,334,125,55,40,41,248,178,104
2017/07/09/09:37:16.902262,82318,1499564236,902009963,0,328,132,52,36,36,215,164,110
2017/07/09/09:37:16.917403,82319,1499564236,917156934,0,316,124,51,36,36,224,174,114
2017/07/09/09:37:16.939888,82320,1499564236,939636945,0,421,122,47,36,39,227,173,130
2017/07/09/09:37:16.962128,82321,1499564236,961934089,0,423,121,50,36,40,229,169,135
2017/07/09/09:37:16.977104,82322,1499564236,976907968,0,397,115,52,37,40,195,122,140
2017/07/09/09:37:17.000169,82323,1499564236,999809980,0,380,102,50,38,40,160,119,127
2017/07/09/09:37:17.022342,82324,1499564237,22162914,0,391,103,51,41,53,196,118,131
2017/07/09/09:37:17.044651,82325,1499564237,44473886,0,321,90,56,41,49,198,121,126
2017/07/09/09:37:17.068326,82326,1499564237,67820072,0,323,102,61,45,49,191,119,126
2017/07/09/09:37:17.082454,82327,1499564237,82218885,0,376,105,63,47,50,193,123,120
2017/07/09/09:37:17.097516,82328,1499564237,97057104,0,408,120,70,52,56,211,158,135
2017/07/09/09:37:17.119602,82329,1499564237,119427919,0,412,131,68,51,44,154,145,136
2017/07/09/09:37:17.142601,82330,1499564237,142304897,0,512,134,62,47,48,171,152,139
2017/07/09/09:37:17.158777,82331,1499564237,158633947,0,558,143,62,54,49,190,150,142
2017/07/09/09:37:17.179626,82332,1499564237,179481983,0,523,145,60,53,50,194,135,149
2017/07/09/09:37:17.202908,82333,1499564237,202605962,0,582,156,67,53,45,198,123,197
2017/07/09/09:37:17.217403,82334,1499564237,217227935,0,606,155,66,53,47,211,135,209
2017/07/09/09:37:17.239589,82335,1499564237,239429950,0,591,159,71,54,44,191,130,204
2017/07/09/09:37:17.262107,82336,1499564237,261898994,0,598,185,80,52,44,174,140,218
2017/07/09/09:37:17.277589,82337,1499564237,277265071,0,631,183,80,55,42,168,138,215
2017/07/09/09:37:17.300009,82338,1499564237,299823999,0,632,186,79,59,48,184,183,186
2017/07/09/09:37:17.330523,82339,1499564237,330257892,0,643,186,79,61,47,184,173,205
2017/07/09/09:37:17.345107,82340,1499564237,344732999,0,576,188,96,65,49,178,174,218
2017/07/09/09:37:17.359627,82341,1499564237,359489917,0,569,171,98,63,50,182,184,221
2017/07/09/09:37:17.382128,82342,1499564237,381943941,0,596,182,98,63,66,234,227,235
2017/07/09/09:37:17.397508,82343,1499564237,397033929,0,528,168,96,58,62,206,179,222
2017/07/09/09:37:17.420459,82344,1499564237,419899940,0,513,176,103,61,64,188,180,190
2017/07/09/09:37:17.442597,82345,1499564237,442296028,0,596,212,99,69,67,223,195,216
2017/07/09/09:37:17.459214,82346,1499564237,459130048,0,639,223,88,67,68,238,195,225
2017/07/09/09:37:17.479749,82347,1499564237,479557037,0,593,226,90,69,59,193,147,241
2017/07/09/09:37:17.502571,82348,1499564237,502284049,0,702,239,101,68,61,186,151,285
2017/07/09/09:37:17.517359,82349,1499564237,517175912,0,749,241,102,69,68,186,152,315
2017/07/09/09:37:17.541055,82350,1499564237,540841102,0,730,210,92,59,66,145,137,307
2017/07/09/09:37:17.562820,82351,1499564237,562491893,0,779,200,94,64,75,173,138,305
2017/07/09/09:37:17.577242,82352,1499564237,577024936,0,782,189,92,66,82,194,136,291
2017/07/09/09:37:17.600376,82353,1499564237,600203037,0,694,172,87,73,88,192,133,270
2017/07/09/09:37:17.622227,82354,1499564237,621993064,0,721,202,82,75,87,196,145,257
2017/07/09/09:37:17.637400,82355,1499564237,637190103,0,706,238,126,91,98,233,184,378
2017/07/09/09:37:17.660439,82356,1499564237,660114049,0,714,247,132,91,96,202,179,427
2017/07/09/09:37:17.682737,82357,1499564237,682491064,0,731,252,136,89,91,178,184,437
2017/07/09/09:37:17.713551,82358,1499564237,712838888,0,792,263,136,87,86,181,183,428
2017/07/09/09:37:17.719985,82359,1499564237,719795942,0,820,249,137,83,92,232,238,450
2017/07/09/09:37:17.742530,82360,1499564237,742348909,0,862,242,103,71,95,258,222,377
2017/07/09/09:37:17.764881,82361,1499564237,764523029,0,791,232,102,74,96,264,225,330
2017/07/09/09:37:17.779594,82362,1499564237,779422998,0,773,246,97,82,102,272,227,334
2017/07/09/09:37:17.802616,82363,1499564237,802232980,0,785,244,97,83,105,304,238,339
2017/07/09/09:37:17.824889,82364,1499564237,824465036,0,778,247,103,116,109,282,188,333
2017/07/09/09:37:17.839538,82365,1499564237,839416027,0,758,253,121,123,107,251,180,364
2017/07/09/09:37:17.862535,82366,1499564237,862078905,0,833,261,115,120,100,245,176,360
2017/07/09/09:37:17.884758,82367,1499564237,884519100,0,842,244,116,118,97,303,240,365
2017/07/09/09:37:17.899802,82368,1499564237,899632930,0,816,259,117,126,107,303,249,379
2017/07/09/09:37:17.922176,82369,1499564237,921936035,0,858,301,122,103,98,313,272,388
2017/07/09/09:37:17.945441,82370,1499564237,945025920,0,912,282,103,98,90,294,266,365
2017/07/09/09:37:17.960563,82371,1499564237,960134983,0,856,288,118,104,98,292,269,414
2017/07/09/09:37:17.982179,82372,1499564237,981897115,0,865,286,113,102,97,242,211,405
2017/07/09/09:37:18.005227,82373,1499564238,4766941,0,953,347,132,159,141,222,196,445
2017/07/09/09:37:18.020072,82374,1499564238,19763946,0,945,330,139,162,151,214,169,446
2017/07/09/09:37:18.050197,82375,1499564238,50105094,0,847,323,146,172,160,214,169,439
2017/07/09/09:37:18.064874,82376,1499564238,64645051,0,832,315,144,209,180,220,175,441
2017/07/09/09:37:18.082709,82377,1499564238,79591035,0,869,330,156,212,180,195,195,452
2017/07/09/09:37:18.102341,82378,1499564238,102077960,0,751,243,138,167,141,185,199,409
2017/07/09/09:37:18.125041,82379,1499564238,124722003,0,579,190,123,163,132,158,185,383
2017/07/09/09:37:18.139510,82380,1499564238,139398097,0,602,215,120,165,139,155,183,368
2017/07/09/09:37:18.162586,82381,1499564238,162414073,0,606,213,116,140,126,131,164,326
2017/07/09/09:37:18.185505,82382,1499564238,185091972,0,609,218,102,140,130,153,144,327
2017/07/09/09:37:18.199866,82383,1499564238,199666976,0,577,220,95,144,134,162,125,425
2017/07/09/09:37:18.222285,82384,1499564238,221945047,0,578,220,92,143,134,151,110,421
2017/07/09/09:37:18.244969,82385,1499564238,244642972,0,603,194,74,124,113,147,113,422
2017/07/09/09:37:18.259933,82386,1499564238,259752035,0,567,185,69,96,97,161,120,402
2017/07/09/09:37:18.282128,82387,1499564238,281934976,0,475,151,69,85,89,181,128,393
2017/07/09/09:37:18.305101,82388,1499564238,304876089,0,469,144,70,74,79,166,137,273
2017/07/09/09:37:18.327911,82389,1499564238,327517032,0,474,141,66,67,72,169,145,264
2017/07/09/09:37:18.342338,82390,1499564238,342021942,0,426,169,78,66,70,175,146,261
2017/07/09/09:37:18.364755,82391,1499564238,364427089,0,403,159,71,58,56,163,140,256
2017/07/09/09:37:18.387248,82392,1499564238,386964082,0,371,153,77,72,59,112,132,287
2017/07/09/09:37:18.402270,82393,1499564238,402004957,0,375,159,83,72,53,106,123,280
2017/07/09/09:37:18.424633,82394,1499564238,424529075,0,392,165,86,73,53,103,122,278
2017/07/09/09:37:18.439858,82395,1499564238,439635992,0,355,165,101,83,65,96,122,252
2017/07/09/09:37:18.462580,82396,1499564238,462249994,0,335,162,104,87,68,94,123,245
2017/07/09/09:37:18.484639,82397,1499564238,484529018,0,338,161,98,71,62,91,114,192
2017/07/09/09:37:18.499845,82398,1499564238,499504089,0,305,155,94,75,70,101,122,218
2017/07/09/09:37:18.522427,82399,1499564238,522237062,0,259,148,91,86,93,119,133,232
2017/07/09/09:37:18.544753,82400,1499564238,544555902,0,233,107,69,75,88,122,134,243
2017/07/09/09:37:18.559643,82401,1499564238,559487104,0,259,104,63,78,142,163,153,263
2017/07/09/09:37:18.582446,82402,1499564238,582135915,0,251,114,68,104,230,203,206,273
2017/07/09/09:37:18.604876,82403,1499564238,604700088,0,268,119,77,129,264,203,232,299
2017/07/09/09:37:18.627052,82404,1499564238,626884937,0,303,136,93,145,274,276,249,332
2017/07/09/09:37:18.642101,82405,1499564238,641885042,0,321,150,99,151,280,285,250,337
2017/07/09/09:37:18.665398,82406,1499564238,665014982,0,305,151,106,158,265,280,241,325
2017/07/09/09:37:18.687301,82407,1499564238,686933040,0,339,164,108,145,212,263,203,331
2017/07/09/09:37:18.702213,82408,1499564238,702043056,0,336,164,117,124,234,292,166,302
2017/07/09/09:37:18.734034,82409,1499564238,732809066,0,301,177,131,112,269,227,123,309
2017/07/09/09:37:18.747319,82410,1499564238,746972084,0,282,164,131,114,296,268,135,305
2017/07/09/09:37:18.762471,82411,1499564238,762207031,0,281,163,126,110,425,308,181,303
2017/07/09/09:37:18.784634,82412,1499564238,784498929,0,250,143,127,114,436,334,207,375
2017/07/09/09:37:18.807244,82413,1499564238,807029008,0,253,163,128,151,588,496,234,394
2017/07/09/09:37:18.822526,82414,1499564238,822289943,0,246,162,111,192,741,631,260,374
2017/07/09/09:37:18.847990,82415,1499564238,846489906,0,239,213,131,191,734,615,261,372
2017/07/09/09:37:18.867126,82416,1499564238,866915941,0,279,234,147,190,686,595,231,394
2017/07/09/09:37:18.882577,82417,1499564238,882173061,0,280,259,153,198,776,650,242,321
2017/07/09/09:37:18.904711,82418,1499564238,904531002,0,290,261,162,189,696,533,244,315
2017/07/09/09:37:18.927166,82419,1499564238,926970005,0,314,255,161,155,571,373,213,299
2017/07/09/09:37:18.942240,82420,1499564238,941983938,0,344,325,150,159,584,369,201,297
2017/07/09/09:37:18.964629,82421,1499564238,964461088,0,330,340,140,158,621,388,202,266
2017/07/09/09:37:18.987677,82422,1499564238,987432003,0,313,325,130,166,557,319,160,249
2017/07/09/09:37:19.009832,82423,1499564239,9572982,0,358,380,149,152,518,312,114,262
2017/07/09/09:37:19.025515,82424,1499564239,25398015,0,336,397,166,135,452,304,134,271
2017/07/09/09:37:19.047900,82425,1499564239,47482013,0,314,336,160,130,435,313,126,270
2017/07/09/09:37:19.062115,82426,1499564239,61942100,0,334,309,156,134,363,293,116,269
2017/07/09/09:37:19.084705,82427,1499564239,84429979,0,410,334,164,125,347,227,106,283
2017/07/09/09:37:19.107470,82428,1499564239,107296943,0,354,267,155,127,371,209,120,233
